pharos_index,AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
15423,P21980,TGM2,-3.220490088,0,1,0,0,234,843,20,0.52069,0.52069,0.888889,0.885135,0.929167,687
15424,Q9UBM1,PEMT,-1.902130042,1,0,0,0,5,149,,0.810345,0.810345,0.966667,0.455479,0.745833,199
15425,Q8N2Y8,RUSC2,-0.840494436,1,0,0,0,0,99,,0.806897,0.806897,0.691667,,0.641667,1516
15426,Q9UBM7,DHCR7,-2.442521672,0,1,0,0,2,109,,0.482759,0.482759,0.811111,0.315315,0.7,475
15427,P45954,ACADSB,-1.351086494,1,0,0,0,10,105,1,0.465517,0.465517,0.934028,0.810185,0.802083,432
15428,Q9UBM4,OPTC,-1.45504343,1,0,0,0,7,73,,0.975862,0.975862,0.944444,1,0.90625,332
15429,Q9NNZ3,DNAJC4,-0.141080713,0,0,0,1,0,17,,,,0.519444,,0.76875,241
15430,Q9UBM8,MGAT4C,-3.039833763,1,0,0,0,0,74,34,1,1,0.966667,0.917808,0.90625,478
15431,Q9NNZ6,PRM3,-1.135031608,0,0,0,1,0,0,,,1,1,,1,103
15432,A8K855,EFCAB7,-0.110215479,0,0,0,1,3,79,,0.727586,0.727586,0.747222,0.959459,0.654167,629
15433,Q02153,GUCY1B1,-1.494293125,0,0,1,0,17,215,8,0.52069,,0.966667,0.56338,0.7,619
15434,Q7L2Z9,CENPQ,-0.471221833,1,0,0,0,22,73,,0.503448,0.503448,0.519444,0.795139,0.585417,268
15435,Q71F23,CENPU,-1.034427919,1,0,0,0,1,232,6,0.975862,,0.930556,0.316901,0.997917,418
15436,Q02156,PRKCE,-1.404482615,0,1,0,0,106,395,10,0.558621,0.558621,0.905556,0.91886,0.916667,737
15437,Q4VC39,HIGD2B,,0,0,0,1,0,3,,,,1,,1,106
15438,P17019,ZNF708,-0.19781051,0,0,0,1,0,79,,,0.655172,0.641667,,0.585417,499
15439,Q99062,CSF3R,-2.226797393,0,0,1,0,206,442,,,,0.95,0.949772,0.985417,836
15440,P17017,ZNF14,-0.188772294,0,0,0,1,14,41,,0.958621,0.958621,0.597222,,0.61875,642
15441,A6NN14,ZNF729,0.698970004,0,0,0,1,0,46,,0.672414,0.672414,1,,1,1252
15442,P17027,ZNF23,-0.333239294,1,0,0,0,13,117,4,0.937931,0.937931,0.566667,,0.572917,643
15443,P17026,ZNF22,-0.834632616,1,0,0,0,2,42,12,0.558621,0.558621,0.538889,0.185446,0.539583,224
15444,Q5T6C5,ATXN7L2,0.602059991,0,0,0,1,2,123,,0.937931,0.937931,0.783951,,0.825,722
15445,P17025,ZNF182,-0.610417051,0,0,0,1,36,90,,0.768966,0.768966,0.530556,,0.6625,639
15446,P17024,ZNF20,0.369650369,0,0,0,1,3,34,,0.996552,0.996552,0.691358,,0.847917,532
15447,Q4VC31,CCDC58,0.301029996,0,0,0,1,0,33,,0.482759,0.482759,0.486111,0.467857,0.48125,144
15448,P17023,ZNF19,0.353736347,0,0,0,1,12,125,2,1,1,0.844444,0.503333,0.814583,458
15449,Q6PF18,MORN3,-0.184060192,0,0,0,1,1,68,2,1,1,0.930556,,1,240
15450,Q8N392,ARHGAP18,-1.883866985,1,0,0,0,0,122,,0.558621,0.558621,0.688889,0.561033,0.75625,663
15451,Q8TEK3,DOT1L,-2.297967749,0,1,0,0,165,330,,0.882759,0.882759,1,,0.870833,1739
15452,P17022,ZNF18,-0.404497473,1,0,0,0,20,104,7,0.672414,0.672414,0.519444,,0.527083,549
15453,Q8N394,TMTC2,-0.5741733,0,0,0,1,2,44,,0.958621,0.958621,0.658333,,0.641667,836
15454,P17021,ZNF17,-1.222716468,0,0,0,1,0,33,,0.958621,0.958621,0.538889,,0.516667,662
15455,P17020,ZNF16,-0.647650417,1,0,0,0,1,93,,0.862069,0.862069,0.605556,,0.63125,682
15456,Q8N393,ZNF786,,0,0,0,1,0,104,5,1,1,0.566667,,0.63125,782
15457,Q9UBN4,TRPC4,-2.28183475,0,1,0,0,61,229,1,0.975862,0.958621,0.95,,0.916667,977
15458,Q8N2X6,EXOC3-AS1,,0,0,0,1,0,0,,,,,,,119
15459,Q8N398,VWA5B2,,0,0,0,1,0,22,,0.913793,0.913793,1,0.599099,0.90625,1253
15460,Q9UBN1,CACNG4,-0.648998553,1,0,0,0,2,117,9,1,1,0.980556,0.986301,0.929167,327
15461,P82930,MRPS34,-0.552841969,0,0,0,1,84,214,44,0.503448,0.503448,0.613889,0.27381,0.458333,218
15462,P81605,DCD,-2.240623041,1,0,0,0,13,128,,0.52069,0.52069,1,0.987179,0.997917,110
15463,Q9UBN7,HDAC6,-2.723540494,0,0,1,0,146,725,10,0.534483,0.534483,0.522222,0.52381,0.604167,1215
15464,P82932,MRPS6,0.017585173,0,0,0,1,2,37,,0.558621,0.558621,0.597222,0.105634,0.733333,125
15465,Q9UBN6,TNFRSF10D,-1.568602298,1,0,0,0,146,505,1,,,0.608333,,0.939583,386
15466,P82933,MRPS9,-0.425968732,0,0,0,1,3,133,8,0.482759,0.482759,0.491667,0.207207,0.470833,396
15467,P30049,ATP5F1D,-0.958998356,1,0,0,0,1,210,29,0.465517,,0.813889,,0.458333,168
15468,Q8TF40,FNIP1,-0.920096219,1,0,0,0,3,74,,1,1,0.508333,0.563063,0.5625,1166
15469,Q9UBF2,COPG2,-1.027809339,0,0,0,1,0,42,4,0.465517,0.465517,0.608333,0.516204,0.61875,871
15470,Q7L3B6,CDC37L1,-1.088414542,1,0,0,0,19,136,,0.693103,0.693103,0.5,0.464789,0.470833,337
15471,Q16706,MAN2A1,-1.28977471,1,0,0,0,6,111,,0.52069,0.52069,0.566667,0.637387,0.772917,1144
15472,Q8TF42,UBASH3B,-1.677013922,1,0,0,0,9,95,,0.813793,0.813793,0.934028,0.472603,0.975,649
15473,Q9UBF1,MAGEC2,-2.022437342,1,0,0,0,2,111,,0.937931,0.937931,1,0.975,1,373
15474,Q9UBF8,PI4KB,-1.85523655,0,1,0,0,12,104,,0.655172,0.655172,0.538889,0.568493,0.595833,816
15475,E5RHQ5,NPIPB11,-1.364406789,0,0,0,1,0,0,,,,0.794444,0.328704,0.6625,1161
15476,P43360,MAGEA6,-1.2118827,1,0,0,0,3,124,,0.937931,0.937931,1,,1,314
15477,Q9UBF6,RNF7,-1.385889865,1,0,0,0,3,127,52,0.57931,0.534483,0.475,0.682432,0.48125,113
15478,P43361,MAGEA8,-0.772659256,1,0,0,0,7,95,,0.913793,0.913793,1,0.977477,0.985417,318
15479,Q9P2V4,LRIT1,-0.124938737,1,0,0,0,0,55,,0.503448,0.503448,1,,1,623
15480,Q8TF47,ZFP90,-1.223180599,1,0,0,0,4,54,,1,1,0.613889,,0.570833,636
15481,P30041,PRDX6,-2.632895782,1,0,0,0,122,425,,0.465517,0.465517,0.580556,0.196347,0.48125,224
15482,Q8TES7,FBF1,,1,0,0,0,0,27,,,0.882759,0.905556,,0.870833,1133
15483,P30042,C21orf33,-2.417003112,1,0,0,0,13,112,,,0.465517,0.736111,0.366667,0.470833,268
15484,Q6PEV8,FAM199X,1.113943352,0,0,0,1,0,8,,,,0.675,0.710714,0.504167,388
15485,P30043,BLVRB,-2.315273098,1,0,0,0,33,246,,0.465517,0.465517,0.752778,0.405093,0.654167,206
15486,Q71F78,LCA10,,1,0,0,0,0,0,,,,,,,164
15487,Q9UBF9,MYOT,-1.900383576,1,0,0,0,11,177,,0.975862,0.975862,1,1,1,498
15488,P30044,PRDX5,-3.013290952,1,0,0,0,77,285,,0.465517,0.465517,0.472222,0.461712,0.470833,214
15489,Q96HV5,TMEM41A,,0,0,0,1,2,41,,0.710345,0.710345,0.519444,0.831111,0.65625,264
15490,Q8TF44,C2CD4C,0.15490196,0,0,0,1,0,17,,0.975862,0.975862,0.980556,,0.9625,421
15491,P30046,DDT,-1.836921853,1,0,0,0,115,245,,0.465517,0.465517,0.736111,0.646119,0.504167,118
15492,Q58EX7,PLEKHG4,-1.841563021,1,0,0,0,2,67,,0.503448,0.503448,0.919444,,0.929167,1191
15493,Q8TF45,ZNF418,-0.335792103,0,0,0,1,1,46,,,,0.652778,0.638514,0.75625,676
15494,P30047,GCHFR,-1.591033708,1,0,0,0,11,154,9,0.57931,0.57931,0.875,0.780952,0.833333,84
15495,Q96I76,GPATCH3,0.301029996,1,0,0,0,3,38,,0.958621,0.958621,0.488889,0.703196,0.48125,525
15496,Q8TF46,DIS3L,-0.684178662,0,0,0,1,2,94,,0.806897,0.806897,0.486111,0.493056,0.48125,1054
15497,P30048,PRDX3,-2.316355092,1,0,0,0,82,372,7,0.465517,0.465517,0.522222,0.260101,0.504167,256
15498,P43359,MAGEA5,,0,0,0,1,0,0,,,,,,,124
15499,P42025,ACTR1B,-0.608326479,0,0,0,1,21,124,13,0.465517,0.465517,0.491667,,0.48125,376
15500,Q6EEV4,POLR2M,-0.798397549,1,0,0,0,0,0,23,0.786207,0.724138,0.519444,,0.516667,148
15501,P05090,APOD,-2.420297555,1,0,0,0,26,238,5,0.534483,0.534483,1,0.710648,0.985417,189
15502,P05091,ALDH2,-2.978645287,0,0,1,0,142,470,14,0.465517,0.465517,0.905556,0.822222,0.583333,517
15503,Q6EEV6,SUMO4,-1.716725689,1,0,0,0,11,205,,0.465517,0.465517,0.74537,,0.825,95
15504,P05093,CYP17A1,-3.097339091,0,0,1,0,88,369,,0.768966,0.768966,1,0.949367,1,508
15505,Q58EX2,SDK2,-0.427200771,0,0,0,1,0,17,,0.724138,0.724138,0.966667,,0.975,2172
15506,P30050,RPL12,-1.854695422,1,0,0,0,2,143,,0.465517,0.465517,0.6,0.627315,0.7,165
15507,Q03468,ERCC6,-2.31776374,1,0,0,0,9,163,,0.844828,0.844828,0.519444,,0.7,1493
15508,P43351,RAD52,-2.800445017,1,0,0,0,23,300,1,,,0.536111,,0.6875,418
15509,P43353,ALDH3B1,,1,0,0,0,10,182,13,0.465517,0.465517,0.875,,0.835417,468
15510,P43354,NR4A2,-2.594903051,0,1,0,0,135,307,,1,1,0.905556,,0.90625,598
15511,P43355,MAGEA1,-2.273381174,1,0,0,0,172,419,31,0.937931,0.937931,1,1,1,309
15512,P69905,HBA2,-3.580192895,1,0,0,0,39,144,1,0.465517,0.465517,0.997222,0.977778,1,142
15513,P43356,MAGEA2,-1.329232472,1,0,0,0,7,34,,0.913793,0.913793,1,,1,314
15514,Q9UBG0,MRC2,-1.8659192,1,0,0,0,21,174,,0.558621,0.558621,0.752778,0.673516,0.847917,1479
15515,P43357,MAGEA3,-2.470329721,1,0,0,0,176,313,,0.937931,0.937931,1,,1,314
15516,P43358,MAGEA4,-2.009422748,1,0,0,0,56,242,17,0.913793,0.913793,1,0.986486,1,317
15517,P30038,ALDH4A1,-1.747248397,1,0,0,0,12,197,,0.465517,0.465517,0.95,0.314815,0.883333,563
15518,P30039,PBLD,-0.895111693,1,0,0,0,40,156,1,0.617241,0.617241,0.966667,0.898148,0.9625,288
15519,Q8TF30,WHAMM,-0.853415482,1,0,0,0,0,24,,0.975862,0.975862,0.513889,0.613426,0.585417,809
15520,Q6PEW1,ZCCHC12,-1.034500559,1,0,0,0,2,96,1,0.937931,0.937931,0.980556,,0.947917,402
15521,Q9UBG3,CRNN,-1.498793075,1,0,0,0,3,70,2,0.975862,0.975862,1,0.930556,1,495
15522,Q8TER0,SNED1,-1.959810396,1,0,0,0,2,61,,0.913793,0.913793,0.763889,,0.847917,1413
15523,Q96HU1,SGSM3,-1.926462368,1,0,0,0,0,72,1,0.913793,0.913793,0.519444,0.396396,0.5625,749
15524,Q9P2W1,PSMC3IP,-0.971216938,1,0,0,0,2,48,,0.937931,0.937931,0.905556,0.953586,0.860417,217
15525,Q6PEW0,PRSS54,-0.527200123,0,0,0,1,3,78,,1,1,1,1,1,395
15526,Q9P2W3,GNG13,-0.725055566,1,0,0,0,2,41,2,0.975862,0.975862,0.944444,0.972603,0.975,67
15527,Q9UBG7,RBPJL,-1.546476948,1,0,0,0,3,104,,0.672414,0.672414,1,1,1,517
15528,Q96HU8,DIRAS2,-0.612783855,1,0,0,0,13,66,3,0.710345,0.710345,1,,0.985417,199
15529,Q9P2W6,C11orf21,0.129094698,0,0,0,1,0,31,,,,0.919444,0.952055,0.9625,132
15530,Q9P2W7,B3GAT1,-2.940906344,1,0,0,0,650,882,,0.958621,0.958621,1,0.84,0.883333,334
15531,Q8TF39,ZNF483,0.086690847,0,0,0,1,7,99,14,1,0.655172,0.844444,,0.835417,744
15532,Q8TF32,ZNF431,0.301029996,0,0,0,1,0,54,2,0.617241,0.617241,0.661111,,0.825,576
15533,Q9P2W9,STX18,-1.505660453,1,0,0,0,32,79,13,0.558621,0.558621,0.966667,0.434272,0.527083,335
15534,Q16718,NDUFA5,-1.609852456,0,0,1,0,16,81,,0.465517,0.465517,0.569444,0.236111,0.479167,116
15535,Q16719,KYNU,-1.611158251,0,1,0,0,45,173,,0.786207,0.768966,0.875,0.704955,0.947917,465
15536,Q8TER5,ARHGEF40,-0.202376525,0,0,0,1,2,20,,0.596552,0.596552,0.766667,,0.791667,1519
15537,P31371,FGF9,-2.308690364,1,0,0,0,48,272,9,,,0.930556,0.945946,0.947917,208
15538,P30040,ERP29,-1.753365047,1,0,0,0,13,194,5,0.482759,0.465517,0.472222,0.203196,0.527083,261
15539,Q02127,DHODH,-2.477023984,0,0,1,0,28,225,,0.52069,0.52069,0.536111,0.413242,0.802083,395
15540,Q16720,ATP2B3,-2.523320503,1,0,0,0,3,52,,0.465517,0.465517,0.997222,0.977778,0.939583,1220
15541,P17081,RHOQ,-1.480589838,1,0,0,0,13,111,,0.465517,0.465517,0.661111,,0.65625,205
15542,Q9UBH0,IL36RN,-2.64665898,1,0,0,0,12,169,6,,,0.980556,,0.985417,155
15543,Q9UBH6,XPR1,-1.983089032,1,0,0,0,7,138,2,0.9,0.9,0.6,0.349315,0.48125,696
15544,P31358,CD52,-2.744380198,0,0,1,0,339,412,,,,1,,0.975,61
15545,Q96I51,RCC1L,0.101457639,0,0,0,1,1,87,3,,,0.469444,0.612613,,464
15546,Q9P2X0,DPM3,-0.758624631,0,0,0,1,2,28,1,0.482759,0.482759,0.475,0.440476,0.48125,92
15547,Q8TF20,ZNF721,1.079181246,0,0,0,1,0,3,,0.672414,0.672414,0.538889,,0.539583,911
15548,Q8TEQ0,SNX29,-0.085171609,0,0,0,1,10,101,,0.52069,0.52069,0.697222,0.432432,0.572917,813
15549,P29034,S100A2,-1.905377611,1,0,0,0,44,127,,0.882759,0.882759,0.980556,0.893333,0.997917,98
15550,Q9P2X3,IMPACT,-2.636958053,1,0,0,0,0,84,1,0.57931,0.57931,0.547222,0.579909,0.539583,320
15551,P29033,GJB2,-3.176421448,1,0,0,0,34,242,,0.975862,0.975862,1,,0.997917,226
15552,P82909,MRPS36,-0.611014833,0,0,0,1,18,127,3,0.503448,0.503448,0.486111,0.217778,0.458333,103
15553,Q9P2X7,01-Dec,-0.672097853,1,0,0,0,2,4,,,,0.979167,,0.975,70
15554,Q8TEQ6,GEMIN5,-1.300522081,1,0,0,0,1,49,,0.503448,0.503448,0.508333,,0.585417,1508
15555,P31350,RRM2,-2.649627915,0,0,1,0,47,203,5,0.724138,0.724138,0.919444,0.891892,0.997917,389
15556,Q8TF27,AGAP11,0.602059991,0,0,0,1,0,0,,0.813793,0.813793,,,,550
15557,Q71F56,MED13L,-1.273459423,1,0,0,0,14,67,,0.958621,0.958621,0.538889,,0.7,2210
15558,Q96I59,NARS2,-1.567985443,1,0,0,0,23,93,,0.52069,0.503448,0.458333,0.25,0.516667,477
15559,Q9P2X8,LINC00474,,0,0,0,1,0,0,,,,,,,69
15560,Q96HT8,MRFAP1L1,0,0,0,0,1,0,68,,0.975862,0.975862,0.508333,,0.516667,127
15561,Q8TEQ8,PIGO,-0.994659232,1,0,0,0,9,107,2,0.806897,0.786207,0.636111,,0.63125,1089
15562,Q8TF21,ANKRD24,,0,0,0,1,0,12,,0.748276,0.748276,0.980556,,0.9625,1146
15563,A6NMS7,LRRC37A,-0.257096507,0,0,0,1,0,17,,0.975862,0.975862,1,0.979424,0.595833,1700
15564,Q6FI81,CIAPIN1,-1.743545893,1,0,0,0,64,249,4,0.465517,0.465517,0.580556,0.878378,0.60625,312
15565,Q8TEP8,CEP192,-1.155601116,1,0,0,0,0,34,,0.786207,0.786207,0.563889,,0.677083,1941
15566,Q5T6F2,UBAP2,-0.591991596,1,0,0,0,0,51,,,0.748276,0.519444,0.592857,0.641667,1119
15567,O60583,CCNT2,-1.092357149,1,0,0,0,22,84,1,0.882759,0.882759,0.505556,0.112676,0.61875,730
15568,Q5T6F0,DCAF12,-0.893045627,1,0,0,0,0,113,9,1,1,0.569444,,0.710417,453
15569,P17050,NAGA,-2.219168033,1,0,0,0,11,96,,0.465517,0.465517,0.55,0.583333,0.641667,411
15570,A6NMS3,OR5K4,,0,0,0,1,0,22,,0.975862,0.975862,0,,0.997917,321
15571,Q9UBI1,COMMD3,-1.968623857,1,0,0,0,18,69,9,0.465517,0.465517,0.472222,0.414352,0.470833,195
15572,Q15404,RSU1,-1.534497883,1,0,0,0,13,94,4,0.465517,0.465517,0.538889,,0.791667,277
15573,Q9UBI6,GNG12,-0.39850734,1,0,0,0,2,42,,0.57931,0.57931,0.622222,0.782895,0.75625,72
15574,Q9UBI4,STOML1,-0.664328515,1,0,0,0,2,103,,,,0.630556,0.456621,0.595833,398
15575,Q16739,UGCG,-2.176764503,0,0,1,0,10,135,,0.786207,0.786207,0.644444,0.695946,0.775,394
15576,Q9P2Y4,ZNF219,-0.722119408,1,0,0,0,0,99,25,1,1,0.669444,0.351351,0.7,722
15577,Q9P2Y5,UVRAG,-1.721761,1,0,0,0,31,206,1,0.617241,0.617241,0.530556,,0.6875,699
15578,Q9UBI9,HECA,-1.936785272,1,0,0,0,0,53,,0.806897,0.806897,0.544444,,0.654167,543
15579,Q15406,NR6A1,-2.361930264,1,0,0,0,39,236,,0.882759,0.882759,1,,0.997917,480
15580,B1ANY3,FAM220BP,,0,0,0,1,0,0,,,,,,,271
15581,Q96I45,TMEM141,-0.041392685,0,0,0,1,0,53,2,0.806897,0.806897,0.722222,0.474537,0.48125,108
15582,Q04771,ACVR1,-2.470714691,0,1,0,0,20,428,8,0.937931,0.937931,0.736111,0.644928,0.75625,509
15583,Q8TF17,SH3TC2,-2.27646388,1,0,0,0,0,36,,0.727586,0.727586,0.980556,,0.975,1288
15584,Q4LEZ3,AARD,-1.329058719,0,0,0,1,0,0,,0.913793,0.913793,1,,1,155
15585,Q96HS1,PGAM5,-1.401189146,1,0,0,0,3,27,,0.482759,0.482759,0.466667,0.434685,0.489583,289
15586,Q02108,GUCY1A1,-1.597456117,0,0,1,0,49,181,2,0.768966,,0.875,,0.814583,690
15587,Q96HR9,REEP6,-0.684246751,1,0,0,0,0,33,,0.624138,0.624138,0.95,0.599156,0.975,211
15588,Q8TF08,COX7B2,0.191885527,0,0,0,1,0,28,,1,1,1,,1,81
15589,P17066,HSPA6,-1.752585542,1,0,0,0,49,173,,0.465517,0.465517,0.898148,0.576577,1,643
15590,Q96HR8,NAF1,,1,0,0,0,5,27,,0.813793,0.813793,0.569444,0.452055,0.654167,494
15591,Q8TF09,DYNLRB2,-0.654439788,1,0,0,0,0,77,,0.465517,0.465517,0.997222,,1,96
15592,A6NMT0,DBX1,-1.287150367,1,0,0,0,0,84,,0.958621,0.958621,1,,0.997917,343
15593,Q16740,CLPP,-2.678026875,1,0,0,0,81,188,,0.465517,0.465517,0.472222,0.427928,0.458333,277
15594,P43320,CRYBB2,-2.072186329,1,0,0,0,49,71,,0.996552,0.996552,0.894444,1,0.825,205
15595,P45983,MAPK8,-3.81256389,0,1,0,0,419,1150,6,0.52069,0.52069,0.516667,0.509132,0.5625,427
15596,P45985,MAP2K4,-2.43645603,0,1,0,0,122,998,,0.503448,0.503448,0.538889,0.757991,0.527083,399
15597,P05089,ARG1,-2.810243071,0,1,0,0,216,706,1,0.558621,0.558621,0.997222,0.995556,0.985417,322
15598,P45984,MAPK9,-2.673197319,0,1,0,0,170,611,5,0.52069,0.465517,0.508333,0.431925,0.802083,424
15599,Q9UBJ2,ABCD2,-1.650791071,1,0,0,0,2,185,2,0.710345,0.710345,0.919444,,0.847917,740
15600,Q8N228,SCML4,0.378110659,0,0,0,1,4,42,3,0.975862,0.975862,0.919444,0.338028,0.9625,414
15601,Q8N1Q8,THEM5,-2.104785258,1,0,0,0,3,60,6,,,1,,0.997917,247
15602,Q2M1Z3,ARHGAP31,-1.007889972,1,0,0,0,1,17,,0.727586,0.727586,0.733333,0.615942,0.75625,1444
15603,Q9P212,PLCE1,-1.964553451,1,0,0,0,0,28,,0.937931,0.9,0.747222,0.527397,0.814583,2302
15604,Q9P1P4,TAAR3P,,0,0,0,1,0,0,,,,,,,343
15605,Q9P215,POGK,-0.335792103,0,0,0,1,129,248,,0.786207,0.786207,0.538889,0.358447,0.514583,609
15606,Q9P1P5,TAAR2,-1.221928595,1,0,0,0,2,67,,,,1,,1,351
15607,Q7L1S5,CHST9,-0.416957339,1,0,0,0,0,85,3,1,0.9,0.888889,,0.975,443
15608,Q9P217,ZSWIM5,0.294499128,0,0,0,1,0,65,,,,0.811111,,0.847917,1185
15609,Q8TDD1,DDX54,-0.863629672,1,0,0,0,51,133,24,0.631034,0.631034,0.508333,0.817352,0.527083,881
15610,Q9P218,COL20A1,0.298200706,0,0,0,1,19,125,13,0.937931,0.937931,1,,0.883333,1284
15611,Q8TDD2,SP7,-2.810130862,1,0,0,0,31,129,,0.958621,0.958621,0.961806,0.967078,0.929167,431
15612,Q9P219,CCDC88C,-1.405049745,1,0,0,0,0,9,3,0.558621,0.558621,0.752778,0.152778,0.825,2028
15613,P0C6P0,NBEAP1,-1.183178592,0,0,0,1,0,0,,,,,,,100
15614,Q6IPT2,FAM71E1,,0,0,0,1,0,1,,,,1,,1,247
15615,Q8N1Q1,CA13,-2.193276819,0,0,1,0,8,129,,0.786207,0.786207,0.905556,0.626667,0.835417,262
15616,Q08AN1,ZNF616,0.84509804,0,0,0,1,0,6,,0.672414,0.672414,0.541667,0.268018,0.6875,781
15617,A6NNW6,ENO4,-0.211595116,0,0,0,1,0,71,,,0.996552,0.95,0.953333,0.6875,628
15618,Q8TDD5,MCOLN3,-1.259512489,0,1,0,0,6,112,39,0.9,0.9,0.980556,1,0.985417,553
15619,Q6IQ55,TTBK2,-1.261073169,1,0,0,0,2,146,,0.844828,0.844828,0.997222,0.633333,0.677083,1244
15620,Q96GG9,DCUN1D1,-1.357102094,1,0,0,0,46,224,,0.465517,0.465517,1,,0.916667,259
15621,Q6IPT4,CYB5RL,-0.082186755,0,0,0,1,0,22,,,,0.475,0.64554,0.61875,315
15622,Q8N1P7,CRYBG2,0.301029996,0,0,0,1,0,95,26,0.52069,,0.980556,,0.975,616
15623,P08729,KRT7,-3.158115188,1,0,0,0,914,1288,,0.465517,0.465517,0.930556,0.777027,0.985417,469
15624,Q08AM6,VAC14,-1.387100806,1,0,0,0,10,64,20,0.482759,0.482759,0.502778,0.576667,0.470833,782
15625,P08727,KRT19,-3.235300936,1,0,0,0,1127,1789,,0.465517,0.465517,0.827778,0.64,0.939583,400
15626,A6NNX1,RIIAD1,,0,0,0,1,0,14,,,,0.997222,0.986486,0.929167,92
15627,Q9P1Q0,VPS54,-1.185006684,1,0,0,0,3,95,,0.617241,0.617241,0.513889,,0.629167,977
15628,Q9P225,DNAH2,-0.654818048,0,0,0,1,0,58,,0.596552,0.596552,0.980556,0.962963,0.9625,4427
15629,Q9P1Q5,OR1A1,-0.746893551,0,0,0,1,2,32,,1,1,0,,0,309
15630,O60218,AKR1B10,-2.955801381,0,1,0,0,59,289,3,0.596552,0.596552,0.966667,0.941441,0.9625,316
15631,Q9P227,ARHGAP23,0.584425136,1,0,0,0,0,17,,0.786207,0.786207,0.752778,,,1491
15632,Q8TDC0,MYOZ3,-0.399254063,0,0,0,1,0,19,,0.975862,0.975862,1,1,0.997917,251
15633,O60216,RAD21,-2.272270102,1,0,0,0,62,208,10,0.482759,0.482759,0.522222,0.081081,0.504167,631
15634,Q96GF1,RNF185,-0.431363765,1,0,0,0,4,111,8,0.534483,0.534483,0.541667,,0.516667,192
15635,Q8TDC3,BRSK1,-1.440393776,0,1,0,0,3,301,,0.882759,0.882759,0.997222,0.876712,0.870833,778
15636,Q6IPU0,CENPP,-0.01706648,1,0,0,0,9,101,4,0.768966,0.768966,0.825,,0.802083,288
15637,Q1X8D7,LRRC36,,0,0,0,1,2,75,7,1,1,1,0.9875,1,754
15638,Q8N205,SYNE4,-0.425968732,0,0,0,1,2,70,33,0.862069,0.862069,0.905556,,0.939583,404
15639,Q6VVX0,CYP2R1,-1.968301968,1,0,0,0,19,152,,1,1,0.575,0.34,0.677083,501
15640,Q9P232,CNTN3,-2.464883179,1,0,0,0,27,114,,0.937931,0.937931,0.861111,0.9,0.883333,1028
15641,Q7L1Q6,BZW1,-1.436030075,1,0,0,0,3,66,5,0.465517,0.465517,0.522222,,0.641667,419
15642,Q96GE9,DMAC1,0.954242509,1,0,0,0,0,13,,0.806897,,0.483333,0.652778,0.48125,116
15643,Q6IPR1,ETFRF1,0.301029996,0,0,0,1,0,22,9,0.9,,0.544444,0.905405,0.504167,90
15644,Q8TDB8,SLC2A14,-2.422880612,1,0,0,0,0,27,6,0.52069,0.52069,1,0.9801,1,520
15645,Q96GE5,ZNF799,-0.431363765,0,0,0,1,0,32,,0.710345,0.710345,0.536111,0.438356,0.63125,643
15646,A6NNY8,USP27X,,0,0,0,1,0,61,,0.844828,0.844828,0.813889,,,438
15647,Q96GE4,CEP95,1.146128036,0,0,0,1,0,47,,0.958621,0.958621,0.544444,0.572072,0.660417,821
15648,Q8N201,INTS1,-0.548401518,0,0,0,1,0,86,,0.617241,0.617241,0.566667,0.46347,0.539583,2190
15649,Q8TDB4,MGARP,-1.420503819,1,0,0,0,11,91,56,0.810345,0.810345,1,0.930736,1,240
15650,P08700,IL3,-3.35358647,1,0,0,0,228,583,,,,0.916667,,0.997917,152
15651,Q6IPR3,TYW3,-0.389166079,0,0,0,1,3,42,14,0.937931,0.937931,0.519444,0.56,0.585417,259
15652,Q96GE6,CALML4,0.191885527,0,0,0,1,0,96,,0.996552,0.958621,0.919444,0.908676,0.595833,196
15653,Q6IQ32,ADNP2,-0.531478913,0,0,0,1,5,58,,0.748276,0.748276,0.572222,,0.63125,1131
15654,Q8TDB6,DTX3L,-1.145119672,1,0,0,0,28,120,1,0.534483,0.534483,0.544444,,0.745833,740
15655,Q8N1N5,CRIPAK,0.182054207,1,0,0,0,0,2,,,,,,,446
15656,Q8N1N4,KRT78,-0.858217218,1,0,0,0,0,75,,0.465517,0.465517,1,0.953333,0.997917,520
15657,Q6IQ49,SDE2,-1.085171614,1,0,0,0,0,79,,0.672414,0.672414,0.508333,0.387387,0.658333,451
15658,P08708,RPS17,-1.348996997,1,0,0,0,28,104,,0.465517,0.465517,0.547222,0.402222,0.6875,135
15659,A6NNZ2,,,0,0,0,1,0,0,,,,,,,444
15660,Q9P241,ATP10D,-0.598121464,0,0,0,1,0,33,,0.913793,0.913793,0.672222,0.615023,0.745833,1426
15661,Q9P242,NYAP2,0.201371273,0,0,0,1,0,29,4,0.975862,0.975862,0.997222,,0.8875,653
15662,Q59GN2,RPL39P5,-1.047486912,0,0,0,1,0,0,,,,,,,51
15663,Q9P243,ZFAT,-1.460298641,1,0,0,0,0,29,,0.958621,0.958621,0.997222,0.995556,0.985417,1243
