pharos_index,AccessionKeys,Gene_Name,novelty,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len,idgTDL
17806,Q86TD4,SRL,-2.0646242519999998,4.0,22.0,,0.9758620000000001,0.9758620000000001,0.9972219999999999,0.986301,0.985417,932,Tdark
17807,P04090,RLN2,-2.020449804,45.0,230.0,6.0,,,0.919444,,0.975,185,Tbio
17808,P42331,ARHGAP25,-0.622549294,94.0,248.0,12.0,0.627586,0.627586,0.9055559999999999,0.902222,0.9625,645,Tbio
17809,Q9UH73,EBF1,-2.7860203039999996,23.0,129.0,,0.844828,0.844828,0.8444440000000001,,0.833333,591,Tbio
17810,Q9UGV2,NDRG3,-1.045695439,4.0,94.0,,0.482759,0.482759,0.8722219999999999,0.454338,0.883333,375,Tbio
17811,P42330,AKR1C3,-2.591307315,4.0,301.0,3.0,0.503448,0.503448,0.9055559999999999,0.652968,0.883333,323,Tchem
17812,B2RUY7,VWC2L,0.034214099,0.0,7.0,,,,1.0,,0.947917,222,Tdark
17813,Q9UH77,KLHL3,-1.218652192,3.0,188.0,,0.996552,0.996552,0.733333,0.796804,0.975,587,Tbio
17814,P16070,CD44,-3.859869222,2662.0,3401.0,47.0,0.465517,0.465517,0.722222,0.573333,0.814583,742,Tbio
17815,P42338,PIK3CB,-2.290429869,48.0,384.0,1.0,0.503448,0.503448,0.569444,0.16780799999999998,0.489583,1070,Tchem
17816,P42336,PIK3CA,-3.049878652,96.0,484.0,1.0,0.482759,0.482759,0.5388890000000001,0.392694,0.641667,1068,Tclin
17817,Q96MZ0,GDAP1L1,-0.342422685,22.0,70.0,,0.813793,0.813793,1.0,0.9594590000000001,0.90625,367,Tdark
17818,Q14623,IHH,-2.618800055,77.0,375.0,,1.0,1.0,0.919444,,0.997917,411,Tbio
17819,P78324,SIRPA,-2.640545878,361.0,611.0,1.0,0.503448,0.503448,0.919444,0.7476189999999999,0.814583,504,Tbio
17820,P78325,ADAM8,-2.883667928,60.0,279.0,,0.958621,0.937931,0.95,0.59,0.975,824,Tchem
17821,Q14627,IL13RA2,-1.23224181,80.0,394.0,94.0,0.996552,0.996552,1.0,,0.9625,380,Tbio
17822,P29353,SHC1,-2.7917064789999997,125.0,840.0,7.0,0.617241,0.617241,0.569444,0.310185,0.75625,583,Tchem
17823,Q14626,IL11RA,-1.037699674,46.0,223.0,1.0,,,0.625,0.43287,0.6875,422,Tclin
17824,Q14624,ITIH4,-3.329429475,81.0,282.0,,0.503448,0.503448,1.0,0.93379,1.0,930,Tbio
17825,P29350,PTPN6,-2.146278675,157.0,684.0,2.0,0.503448,0.503448,0.9305559999999999,0.8783780000000001,0.985417,595,Tchem
17826,B2RUZ4,SMIM1,-2.362177172,0.0,15.0,,0.748276,0.748276,0.9305559999999999,,0.939583,78,Tbio
17827,Q96MZ4,FAM218A,,0.0,1.0,7.0,,,0.883333,,0.791667,157,Tdark
17828,Q8N8E1,MAPKAPK5-AS1,,0.0,0.0,,,,,,,139,Tdark
17829,P78329,CYP4F2,-2.1613655919999997,0.0,83.0,,0.813793,0.813793,0.95,0.9360729999999999,0.985417,520,Tchem
17830,Q8N8E3,CEP112,-0.176091257,3.0,109.0,,0.9,0.693103,0.980556,,0.791667,955,Tdark
17831,Q8N8E2,ZNF513,-0.124938737,2.0,53.0,,1.0,1.0,0.502778,,0.516667,541,Tbio
17832,Q9Y2A4,ZNF443,-0.987989818,0.0,68.0,,0.996552,0.996552,0.555556,0.387387,0.516667,671,Tbio
17833,P43657,LPAR6,-1.5155654790000002,2.0,109.0,30.0,0.6724140000000001,0.6724140000000001,0.625,0.755556,0.835417,344,Tchem
17834,Q9Y2A7,NCKAP1,-1.226910154,2.0,144.0,13.0,0.465517,0.465517,0.597222,0.563063,0.525,1128,Tbio
17835,Q9Y2A0,TP53TG1,,0.0,0.0,,,,,,,90,Tdark
17836,Q8N8D7,NKAIN3,,0.0,4.0,,,0.9758620000000001,0.875,,0.883333,197,Tdark
17837,Q8N8D9,C5orf56,0.903089987,0.0,0.0,,,,0.566667,,0.71875,126,Tdark
17838,P04062,GBA,-3.2208004710000004,124.0,299.0,,0.558621,0.558621,0.8888889999999999,0.235294,0.516667,536,Tchem
17839,Q5SZL2,CEP85L,-0.11179656199999999,0.0,56.0,,0.6724140000000001,0.6724140000000001,0.9305559999999999,,0.791667,805,Tbio
17840,P78330,PSPH,-1.564325692,94.0,252.0,,0.503448,0.503448,0.6055560000000001,0.7094590000000001,0.583333,225,Tbio
17841,Q86TC9,MYPN,-1.228016103,23.0,76.0,,0.617241,0.617241,0.9972219999999999,0.995556,0.997917,1320,Tbio
17842,P43652,AFM,-2.261445365,10.0,146.0,4.0,0.482759,0.482759,0.9972219999999999,,1.0,599,Tbio
17843,P04066,FUCA1,-2.327074999,20.0,174.0,7.0,0.465517,0.465517,0.661111,0.706019,0.75625,466,Tchem
17844,Q9Y2A9,B3GNT3,-1.130754019,19.0,83.0,9.0,0.996552,0.996552,0.9055559999999999,0.8935190000000001,0.975,372,Tbio
17845,Q68DU8,KCTD16,-0.686096941,0.0,51.0,,0.482759,0.482759,0.9972219999999999,0.941441,0.929167,428,Tdark
17846,P54368,OAZ1,-1.360943436,4.0,69.0,2.0,,,0.508333,,0.470833,228,Tbio
17847,O95500,CLDN14,-1.581147571,19.0,206.0,,,,0.9972219999999999,,0.997917,239,Tbio
17848,Q13303,KCNAB2,-1.6687594190000001,29.0,123.0,1.0,0.57931,0.57931,0.9305559999999999,0.770548,0.870833,367,Tbio
17849,P78314,SH3BP2,-1.8981763130000002,25.0,133.0,,0.882759,0.882759,0.752778,0.31713,0.8875,561,Tbio
17850,Q96MY1,NOL4L,-0.399865928,0.0,97.0,,0.617241,,0.736111,0.596154,0.75625,436,Tdark
17851,P78316,NOP14,-1.0770505,2.0,28.0,,0.558621,0.558621,0.47222200000000003,0.835616,0.641667,857,Tdark
17852,P78310,CXADR,-2.4720364519999998,39.0,320.0,,0.727586,0.6724140000000001,0.752778,0.58,0.883333,365,Tbio
17853,Q13304,GPR17,-2.195202466,2.0,280.0,,,,0.8858020000000001,0.915493,0.710417,367,Tchem
17854,O95502,NPTXR,-2.7273741210000004,2.0,74.0,,0.9758620000000001,0.9758620000000001,1.0,0.9797299999999999,0.929167,500,Tbio
17855,P78312,FAM193A,-0.390640771,0.0,17.0,,0.727586,0.727586,0.5388890000000001,0.628378,0.539583,1265,Tdark
17856,O95503,CBX6,-0.7538291840000001,25.0,190.0,,0.503448,0.503448,0.8444440000000001,,0.6875,412,Tchem
17857,Q96MY7,FAM161B,-0.100206382,0.0,39.0,2.0,,,0.7944439999999999,0.37963,0.6875,647,Tdark
17858,Q13308,PTK7,-2.412529254,164.0,438.0,,0.655172,0.655172,0.797222,0.6225350000000001,0.8875,1070,Tbio
17859,Q9Y2B0,CNPY2,-0.9883202990000001,7.0,108.0,10.0,0.503448,0.465517,0.5222220000000001,0.399061,0.504167,182,Tbio
17860,Q13309,SKP2,-2.669588256,57.0,291.0,47.0,0.882759,0.8620690000000001,0.9972219999999999,0.8116439999999999,0.733333,424,Tbio
17861,P78317,RNF4,-1.865048104,1.0,80.0,,,,0.5222220000000001,0.673611,0.572917,190,Tbio
17862,P78318,IGBP1,-2.371805269,27.0,162.0,,0.503448,0.503448,0.491667,0.42222200000000004,0.572917,339,Tbio
17863,Q6STE5,SMARCD3,-1.304039988,58.0,170.0,,0.52069,0.52069,0.752778,,0.63125,483,Tbio
17864,Q8N8D1,PDCD7,-1.4499373219999998,60.0,179.0,,0.813793,0.813793,0.5222220000000001,0.756757,0.541667,485,Tbio
17865,Q9Y2B5,VPS9D1,-0.684246751,2.0,29.0,,0.882759,0.882759,0.5388890000000001,,0.54375,631,Tdark
17866,Q9UH90,FBXO40,-0.6351485170000001,22.0,90.0,5.0,0.958621,0.958621,0.9972219999999999,,0.985417,709,Tbio
17867,Q86TB3,ALPK2,-0.752048449,20.0,72.0,,0.627586,0.627586,0.966667,,0.9625,2170,Tbio
17868,Q6IWH7,ANO7,-1.035131558,0.0,89.0,,0.958621,0.958621,0.9972219999999999,,0.985417,933,Tbio
17869,Q9Y2B1,RXYLT1,-0.584624014,2.0,122.0,13.0,,,0.547222,,0.516667,443,Tbio
17870,Q9HAK2,EBF2,-2.007391702,0.0,73.0,,0.810345,0.810345,0.966667,,0.9625,575,Tbio
17871,Q9Y2B2,PIGL,-2.190246411,10.0,95.0,,1.0,1.0,0.516667,0.561033,0.6625,252,Tbio
17872,P04070,PROC,-2.3132046969999998,112.0,417.0,5.0,0.9,0.9,1.0,0.973333,1.0,461,Tchem
17873,Q9Y2B4,TP53TG5,0.278753601,23.0,156.0,4.0,1.0,1.0,1.0,0.9588479999999999,0.997917,290,Tdark
17874,Q9UH92,MLX,-3.383661045,7.0,265.0,11.0,0.9,0.882759,0.47222200000000003,0.260563,0.527083,298,Tchem
17875,Q9UH99,SUN2,-1.6625960519999998,9.0,114.0,16.0,0.465517,0.465517,0.5388890000000001,0.089202,0.71875,717,Tbio
17876,P53041,PPP5C,-1.590747071,175.0,338.0,,0.465517,0.465517,0.47222200000000003,0.32,0.48125,499,Tbio
17877,Q68DV7,RNF43,-1.7004308190000001,0.0,115.0,8.0,,,0.7944439999999999,,0.883333,783,Tbio
17878,P16050,ALOX15,-2.437723794,68.0,185.0,1.0,0.748276,0.748276,0.966667,0.941441,1.0,662,Tchem
17879,A1XBS5,FAM92A,-0.790050479,0.0,92.0,,0.844828,,0.980556,0.977477,0.802083,289,Tbio
17880,P04075,ALDOA,-2.113331081,84.0,435.0,1.0,0.465517,0.465517,1.0,0.49765299999999996,0.825,364,Tbio
17881,Q86TB9,PATL1,-0.81142604,1.0,65.0,3.0,0.710345,0.710345,0.488889,,0.641667,770,Tbio
17882,Q9Y2B9,PKIG,-0.819622255,7.0,29.0,3.0,0.882759,0.882759,0.625,,0.791667,76,Tbio
17883,Q14641,INSL4,-1.423862828,2.0,68.0,,1.0,1.0,1.0,,0.975,139,Tbio
17884,Q13310,PABPC4,-0.924216431,4.0,150.0,,0.465517,0.465517,0.475,0.32876700000000003,0.658333,644,Tbio
17885,Q14644,RASA3,-1.574793417,24.0,225.0,,0.6724140000000001,0.6724140000000001,0.763889,,0.654167,834,Tbio
17886,Q9UGP8,SEC63,-1.830899225,7.0,101.0,3.0,0.503448,0.503448,0.508333,0.6,0.5625,760,Tbio
17887,Q96NA8,TSNARE1,-0.424609435,0.0,60.0,2.0,,,0.658333,,0.604167,513,Tdark
17888,Q9UH17,APOBEC3B,-1.934579394,3.0,134.0,,,0.8620690000000001,0.9055559999999999,,0.985417,382,Tbio
17889,Q14643,ITPR1,-2.7584012280000003,38.0,230.0,,0.465517,0.465517,0.8722219999999999,0.858108,0.814583,2758,Tchem
17890,Q15973,ZNF124,-0.5783935889999999,38.0,140.0,,0.958621,0.958621,0.536111,,0.733333,351,Tdark
17891,Q9HB40,SCPEP1,-0.794139357,2.0,61.0,14.0,0.503448,0.503448,0.9055559999999999,0.606667,0.6875,452,Tbio
17892,Q9HAS0,C17orf75,-0.91666278,40.0,141.0,3.0,0.558621,0.558621,0.533333,0.649275,0.516667,396,Tbio
17893,Q14642,INPP5A,-1.3275291790000001,10.0,109.0,3.0,0.627586,0.627586,0.569444,0.324444,0.76875,412,Tchem
17894,Q96NA2,RILP,-0.981696372,0.0,47.0,,0.624138,0.624138,0.7944439999999999,,0.710417,401,Tbio
17895,Q13315,ATM,-3.570538423,269.0,1024.0,1.0,0.558621,0.558621,0.658333,0.21126799999999998,0.710417,3056,Tchem
17896,Q13316,DMP1,-1.66811213,63.0,231.0,,1.0,1.0,1.0,0.165493,1.0,513,Tbio
17897,Q2V2M9,FHOD3,-0.402592026,0.0,47.0,,0.806897,0.806897,0.95,,0.814583,1422,Tdark
17898,Q75WM6,H1FNT,-1.113664859,0.0,22.0,93.0,0.9758620000000001,0.9758620000000001,1.0,0.7450979999999999,1.0,255,Tdark
17899,Q86TI2,DPP9,-1.7990521519999998,84.0,207.0,5.0,0.503448,0.503448,0.488889,0.64,0.572917,863,Tchem
17900,Q13319,CDK5R2,-0.66335686,13.0,130.0,,0.813793,0.813793,1.0,,0.883333,367,Tbio
17901,Q86TI0,TBC1D1,-1.723775859,1.0,148.0,,0.57931,0.57931,0.797222,0.619718,0.860417,1168,Tbio
17902,Q8N8K9,KIAA1958,0.9542425090000001,3.0,29.0,,0.996552,0.996552,0.7944439999999999,0.43427200000000005,0.791667,716,Tdark
17903,Q9BQC6,MRPL57,,2.0,13.0,,0.655172,,0.469444,0.57277,0.470833,102,Tdark
17904,Q5H913,ARL13A,-0.45640497399999996,0.0,29.0,2.0,1.0,1.0,1.0,,1.0,290,Tdark
17905,A6NHG4,DDTL,-0.113943352,0.0,0.0,,0.465517,0.465517,0.608333,,0.658333,134,Tdark
17906,Q86TI4,WDR86,,0.0,69.0,13.0,1.0,1.0,0.919444,,0.947917,376,Tdark
17907,Q9UGQ2,CACFD1,0.903089987,2.0,80.0,,0.958621,0.958621,0.613889,,0.677083,172,Tdark
17908,Q9HAR2,ADGRL3,-2.725604278,3.0,123.0,,0.9137930000000001,,0.980556,,0.802083,1447,Tbio
17909,Q9HB31,SEBOX,-0.7418953779999999,0.0,6.0,,,1.0,0.980556,,,216,Tbio
17910,Q9BQC3,DPH2,-0.9901167670000001,102.0,256.0,,0.9137930000000001,0.813793,0.488889,,0.48125,489,Tbio
17911,Q14651,PLS1,-2.367311955,11.0,103.0,,0.465517,0.465517,0.966667,0.819249,0.997917,629,Tbio
17912,A6ZKI3,RTL8C,-0.265865582,3.0,39.0,,0.710345,,0.722222,,0.5625,113,Tdark
17913,Q9UGQ3,SLC2A6,-0.8667560329999999,12.0,79.0,3.0,0.9758620000000001,0.9758620000000001,0.9055559999999999,,0.825,507,Tbio
17914,Q14656,TMEM187,0.239433924,0.0,23.0,,0.806897,0.806897,0.488889,,0.516667,261,Tdark
17915,Q13324,CRHR2,-2.456770332,2.0,413.0,2.0,,,0.912698,,0.916667,411,Tbio
17916,O95522,PRAMEF12,,0.0,56.0,,,0.693103,0.0,,1.0,483,Tdark
17917,Q13325,IFIT5,-1.375729767,2.0,111.0,4.0,0.465517,0.465517,0.547222,,0.595833,482,Tbio
17918,Q13322,GRB10,-1.987458027,11.0,315.0,,0.9137930000000001,0.9137930000000001,0.569444,0.363426,0.545833,594,Tbio
17919,Q14654,KCNJ11,-3.2719547980000003,2.0,327.0,2.0,1.0,0.996552,0.980556,0.8527399999999999,0.9625,390,Tclin
17920,P56962,STX17,-1.5118463930000001,45.0,109.0,,0.503448,0.503448,0.48055600000000004,0.43981499999999996,0.545833,302,Tbio
17921,Q13323,BIK,-2.095140615,42.0,439.0,,,,0.8858020000000001,0.731884,0.929167,160,Tbio
17922,Q14653,IRF3,-2.844172243,190.0,892.0,9.0,0.5965520000000001,0.5965520000000001,0.533333,0.493151,0.6875,427,Tbio
17923,O95521,PRAMEF1,,0.0,90.0,,,0.882759,1.0,,1.0,474,Tdark
17924,Q8N8J0,PI4KAP1,-1.087175612,0.0,0.0,,,,,,,262,Tdark
17925,Q13326,SGCG,-2.522828081,11.0,85.0,,0.655172,0.655172,0.9972219999999999,0.990991,0.985417,291,Tbio
17926,Q14657,LAGE3,-0.618048088,0.0,23.0,28.0,0.482759,0.482759,0.469444,0.317352,0.541667,143,Tdark
17927,A6NHG9,OR5H14,0.602059991,1.0,13.0,,,,0.9722219999999999,,1.0,310,Tdark
17928,Q86TH1,ADAMTSL2,-0.9991374359999999,0.0,69.0,,0.9758620000000001,0.9758620000000001,0.9305559999999999,0.778169,0.929167,951,Tbio
17929,Q8N8J6,ZNF615,0.26687572,0.0,10.0,,0.627586,0.624138,0.691667,,0.5625,731,Tdark
17930,Q8N8J7,FAM241A,0.434320806,0.0,6.0,28.0,0.768966,,0.566667,0.612676,0.8875,132,Tdark
17931,Q9BQB6,VKORC1,-2.7380808310000004,2.0,86.0,,0.52069,0.482759,0.491667,0.611111,0.6875,163,Tclin
17932,Q9BQB4,SOST,-2.956787098,55.0,393.0,23.0,,,1.0,0.496622,0.985417,213,Tbio
17933,Q9HB29,IL1RL2,-1.5626371469999998,29.0,183.0,6.0,,,0.9043209999999999,,0.939583,575,Tbio
17934,Q9UGR2,ZC3H7B,-0.46316735700000006,5.0,79.0,,0.655172,0.655172,0.569444,,0.527083,993,Tbio
17935,O95528,SLC2A10,-1.3818124280000001,5.0,128.0,1.0,0.9758620000000001,0.9758620000000001,0.766667,0.721461,0.835417,541,Tbio
17936,Q9HB21,PLEKHA1,-1.196321833,6.0,113.0,4.0,0.655172,0.655172,0.569444,0.457746,0.527083,404,Tbio
17937,Q9UH36,SRRD,-0.7323937490000001,0.0,71.0,,,,0.48611099999999996,,0.48125,339,Tbio
17938,Q9HB20,PLEKHA3,-1.105524928,22.0,55.0,1.0,0.958621,0.958621,0.541667,0.767606,0.527083,300,Tbio
17939,Q13332,PTPRS,-1.8005915190000001,34.0,136.0,3.0,0.5965520000000001,0.5965520000000001,0.841667,,0.677083,1948,Tchem
17940,Q7L8L6,FASTKD5,0.48811663899999996,2.0,40.0,,0.7241380000000001,0.7241380000000001,0.488889,0.605023,0.527083,764,Tdark
17941,Q9HAQ2,KIF9,-0.709102001,8.0,103.0,1.0,0.748276,0.748276,0.95,0.473333,0.997917,790,Tbio
17942,Q13330,MTA1,-2.280287629,98.0,350.0,8.0,0.503448,0.503448,0.547222,0.7,0.595833,715,Tbio
17943,Q14667,KIAA0100,-0.933655995,3.0,31.0,,0.534483,0.534483,0.508333,,0.489583,2235,Tbio
17944,P56975,NRG3,-1.564038639,7.0,165.0,,,,0.9972219999999999,,0.8875,720,Tbio
17945,Q13336,SLC14A1,-2.0715764930000002,20.0,101.0,4.0,0.9137930000000001,0.9137930000000001,0.9972219999999999,0.821918,0.9625,389,Tchem
17946,Q68DY1,ZNF626,0.477121255,0.0,14.0,,0.6724140000000001,0.6724140000000001,0.763889,,0.570833,528,Tdark
17947,P28068,HLA-DMB,-2.740167301,45.0,233.0,1.0,0.813793,0.813793,0.8888889999999999,0.923423,0.916667,263,Tbio
17948,P28069,POU1F1,-2.2091745919999997,3.0,64.0,,0.9758620000000001,0.9758620000000001,0.8611110000000001,1.0,1.0,291,Tbio
17949,P28066,PSMA5,-1.166756984,73.0,307.0,27.0,0.465517,0.465517,0.630556,0.128378,0.491667,241,Tbio
17950,P28067,HLA-DMA,-2.5514961919999997,186.0,286.0,1.0,,0.9137930000000001,0.8888889999999999,0.577295,0.870833,261,Tbio
17951,Q14669,TRIP12,-2.1372772380000002,0.0,39.0,,0.465517,0.465517,0.613889,0.646119,0.595833,1992,Tbio
17952,P28065,PSMB9,-2.584923102,58.0,271.0,41.0,0.503448,0.503448,0.8888889999999999,0.545139,0.939583,219,Tchem
17953,Q86TG1,TMEM150A,-0.318758763,2.0,53.0,6.0,,,0.5611109999999999,,0.629167,271,Tbio
17954,P28062,PSMB8,-2.436007792,44.0,295.0,,0.465517,0.465517,0.613889,0.253333,0.791667,276,Tclin
17955,Q8N8I0,SAMD12,-0.228314795,6.0,28.0,,0.9758620000000001,0.9758620000000001,0.747222,,0.75625,201,Tdark
17956,P54317,PNLIPRP2,,0.0,0.0,5.0,0.9,0.9,,,,469,Tbio
17957,P54315,PNLIPRP1,-1.29420366,1.0,68.0,8.0,0.958621,0.958621,1.0,,1.0,467,Tbio
17958,Q8N8I6,LINC00482,,0.0,0.0,,,,,,,264,Tdark
17959,Q00059,TFAM,-2.7261772410000003,33.0,378.0,,0.482759,0.482759,0.505556,0.5,0.677083,246,Tbio
17960,Q9BQA5,HINFP,-1.022499634,2.0,132.0,,1.0,1.0,0.5194439999999999,,0.61875,517,Tbio
17961,Q86TG7,PEG10,-2.592825022,93.0,257.0,8.0,0.768966,0.768966,0.9972219999999999,0.986301,0.939583,708,Tbio
17962,Q00056,HOXA4,-1.551387659,1.0,132.0,,0.806897,0.806897,0.9305559999999999,0.305556,0.870833,320,Tbio
17963,Q9BQA9,C17orf62,0.288965484,54.0,70.0,,0.465517,0.465517,0.583333,,0.677083,187,Tdark
17964,Q9HB19,PLEKHA2,-0.547598913,0.0,0.0,1.0,0.6724140000000001,0.6724140000000001,0.697222,0.488584,0.677083,425,Tbio
17965,Q9HB14,KCNK13,-1.087556706,2.0,90.0,,1.0,1.0,0.980556,0.973333,0.997917,408,Tbio
17966,P16083,NQO2,-1.928066101,126.0,320.0,,0.465517,0.465517,0.661111,0.769406,0.504167,231,Tchem
17967,Q68DY9,ZNF772,0.903089987,2.0,52.0,,1.0,1.0,0.691667,,0.63125,489,Tdark
17968,Q9HAP6,LIN7B,-0.693984389,57.0,156.0,17.0,0.534483,0.534483,0.8472219999999999,,0.654167,207,Tbio
17969,P43694,GATA4,-2.902021202,106.0,496.0,,0.9137930000000001,0.9137930000000001,0.9305559999999999,,0.9625,442,Tbio
17970,Q9HB15,KCNK12,-0.74612208,2.0,102.0,,,,1.0,,0.9625,430,Tbio
17971,Q13342,SP140,-1.124383773,22.0,114.0,,0.9758620000000001,0.9137930000000001,0.966667,0.941441,0.975,867,Tbio
17972,Q14674,ESPL1,-2.41595048,73.0,535.0,1.0,0.617241,0.617241,0.8888889999999999,,0.9625,2120,Tbio
17973,Q9BQA1,WDR77,-1.381113948,80.0,163.0,8.0,0.503448,0.503448,0.8888889999999999,0.62,0.470833,342,Tbio
17974,Q9HAP2,MLXIP,-1.161071862,4.0,101.0,,0.996552,0.996552,0.5194439999999999,0.333333,0.6875,919,Tbio
17975,Q14671,PUM1,-1.408709285,8.0,198.0,2.0,0.57931,0.57931,0.502778,0.533333,0.516667,1186,Tbio
17976,P43699,NKX2-1,-3.086313277,328.0,530.0,,0.958621,0.958621,0.9972219999999999,0.9771690000000001,0.997917,371,Tbio
17977,O95544,NADK,-1.498802662,7.0,98.0,,0.727586,0.727586,0.5194439999999999,,0.641667,446,Tbio
17978,Q14678,KANK1,-1.521215114,21.0,64.0,,0.57931,0.57931,0.6444439999999999,0.15753399999999998,0.814583,1352,Tbio
17979,Q13347,EIF3I,-1.072573993,27.0,118.0,18.0,0.465517,0.465517,0.47222200000000003,0.15023499999999998,0.527083,325,Tbio
17980,Q14677,CLINT1,-2.2666775219999997,39.0,151.0,13.0,0.465517,0.465517,0.5222220000000001,0.28378400000000004,0.60625,625,Tbio
17981,Q14676,MDC1,-2.12762576,95.0,286.0,1.0,0.6724140000000001,0.6724140000000001,0.9043209999999999,0.22222199999999998,0.7,2089,Tbio
17982,Q14679,TTLL4,-0.523284218,0.0,111.0,,,,0.8138890000000001,0.661972,0.6875,1199,Tdark
17983,Q13349,ITGAD,-1.43504399,22.0,63.0,,0.768966,0.768966,0.9972219999999999,,1.0,1161,Tbio
17984,P28074,PSMB5,-1.4631279430000002,3.0,177.0,2.0,0.52069,0.52069,0.508333,0.8198200000000001,0.470833,263,Tclin
17985,P28072,PSMB6,-1.089092809,22.0,98.0,,0.465517,0.465517,0.47222200000000003,0.328704,0.458333,239,Tbio
17986,Q8N8H1,ZNF816-ZNF321P,,0.0,22.0,,,,,,,164,Tdark
17987,P28070,PSMB4,-1.136649477,83.0,308.0,20.0,0.465517,0.465517,0.47222200000000003,0.607981,0.458333,264,Tbio
17988,P42357,HAL,-2.0153133999999997,11.0,85.0,2.0,0.6724140000000001,0.6724140000000001,0.9972219999999999,0.43518500000000004,0.975,657,Tbio
17989,A6NHJ4,ZNF860,0.9747832120000001,0.0,57.0,,0.6724140000000001,0.6724140000000001,0.758333,,0.847917,632,Tdark
17990,P42356,PI4KA,-1.087175612,0.0,0.0,33.0,0.465517,0.465517,0.733333,0.689189,0.677083,2102,Tchem
17991,Q8N8G6,C15orf54,,0.0,0.0,,,,,,,183,Tdark
17992,Q9HB07,C12orf10,-2.464484358,0.0,24.0,,,0.465517,0.613889,0.446009,0.54375,376,Tbio
17993,Q9HB09,BCL2L12,-1.539115231,25.0,154.0,3.0,1.0,0.996552,0.527778,0.310811,0.733333,334,Tbio
17994,Q14681,KCTD2,-0.299216655,0.0,61.0,,0.958621,0.958621,0.980556,,0.929167,263,Tdark
17995,Q9HB03,ELOVL3,-1.3197402,17.0,98.0,,,,0.919753,1.0,0.916667,270,Tchem
17996,Q5SZQ8,CELF3,-1.8847710359999998,0.0,76.0,2.0,0.882759,0.882759,0.9972219999999999,,0.885417,465,Tbio
17997,P43681,CHRNA4,-3.6258934910000002,16.0,202.0,1.0,0.958621,0.958621,0.966667,,0.916667,627,Tclin
17998,Q9UGT4,SUSD2,-1.1576797620000001,93.0,193.0,,0.5965520000000001,0.5965520000000001,0.980556,0.553333,0.90625,822,Tbio
17999,Q14680,MELK,-1.95010276,55.0,375.0,,0.996552,0.9758620000000001,0.841667,,0.975,651,Tchem
18000,Q14684,RRP1B,-0.939877471,0.0,81.0,,0.6724140000000001,0.6724140000000001,0.5444439999999999,0.315556,0.61875,758,Tbio
18001,P43686,PSMC4,-1.55676581,41.0,163.0,14.0,0.465517,0.465517,0.491667,0.197183,0.470833,418,Tbio
18002,Q14683,SMC1A,-1.841484928,173.0,686.0,,0.482759,0.482759,0.536111,0.324074,0.652083,1233,Tbio
18003,Q13351,KLF1,-2.2691232880000003,114.0,297.0,,0.996552,0.996552,1.0,1.0,0.997917,362,Tbio
18004,Q7L8J4,SH3BP5L,,2.0,18.0,11.0,0.813793,0.813793,0.483333,0.564815,0.491667,393,Tdark
18005,Q13352,ITGB3BP,-1.0761648000000001,51.0,142.0,2.0,,,0.5805560000000001,0.40625,0.6875,177,Tbio
18006,O95677,EYA4,-1.614123226,3.0,152.0,,,,0.898148,0.659817,0.916667,639,Tbio
18007,O95674,CDS2,-1.067947848,23.0,110.0,,0.465517,0.465517,0.583333,0.412037,0.61875,445,Tbio
18008,P06899,HIST1H2BJ,-0.559324461,1.0,98.0,7.0,0.465517,0.465517,0.9972219999999999,0.067511,0.947917,126,Tbio
18009,Q9NRW1,RAB6B,-1.138565841,16.0,122.0,20.0,0.465517,0.465517,0.9972219999999999,,0.8875,208,Tbio
18010,O95678,KRT75,-2.430131207,30.0,132.0,,0.465517,0.465517,0.980556,1.0,0.997917,551,Tbio
18011,P67809,YBX1,-2.80793738,61.0,386.0,,0.465517,0.465517,0.5388890000000001,0.420091,0.7,324,Tbio
18012,Q9NS82,SLC7A10,-1.008739271,0.0,74.0,1.0,0.996552,0.996552,0.9972219999999999,,0.860417,523,Tbio
18013,Q9NRW3,APOBEC3C,-1.742989937,22.0,173.0,,0.534483,0.534483,0.697222,0.568889,0.860417,190,Tbio
18014,Q9NS84,CHST7,-0.48327799200000005,0.0,33.0,,0.8620690000000001,0.8620690000000001,0.8549379999999999,0.33928600000000003,0.825,486,Tbio
18015,Q9NRW4,DUSP22,-1.656220297,23.0,213.0,37.0,0.806897,0.806897,0.5388890000000001,0.313333,0.639583,184,Tbio
18016,P16219,ACADS,-2.402705295,22.0,154.0,1.0,0.482759,0.482759,0.8444440000000001,0.342466,0.791667,412,Tbio
18017,Q9NS85,CA10,-2.6029956000000003,27.0,116.0,23.0,1.0,1.0,0.980556,0.96,0.985417,328,Tbio
18018,Q96LR2,LURAP1,-0.43289297299999996,0.0,51.0,,1.0,1.0,0.8888889999999999,,0.814583,239,Tdark
18019,Q9NS86,LANCL2,-1.1596450729999999,34.0,107.0,,0.482759,0.482759,0.841667,,0.658333,450,Tchem
18020,Q96M32,AK7,-1.4421063159999998,2.0,59.0,,0.9,0.9,0.966667,0.880282,0.929167,723,Tbio
18021,Q99490,AGAP2,-1.103123842,3.0,238.0,1.0,0.6724140000000001,0.57931,1.0,0.504566,0.916667,1192,Tbio
