AccessionKeys,Gene_Name,novelty,idgTDL_Tbio,idgTDL_Tchem,idgTDL_Tclin,idgTDL_Tdark,monoclonalCount,antibodyCount,ppiCount,hpm_prot_spec,hpm_gene_spec,hpa_RNA_spec,hpa_prot_spec,GTEx_spec,uniprot_seq_len
P05023,ATP1A1,-1.687766138,0,0,1,0,79,399,,0.465517,0.465517,0.905556,0.631111,0.75625,1023
P07686,HEXB,-2.189335419,0,1,0,0,4,132,3,0.465517,0.465517,0.777778,0.853881,0.7,556
P05026,ATP1B1,-1.400909966,0,0,1,0,29,207,6,0.503448,0.503448,0.919444,0.377778,0.76875,303
P06315,IGKV5-2,,0,0,0,1,0,0,,,,,,0.975,115
O95136,S1PR2,-2.307349571,0,1,0,0,23,208,18,0.913793,0.913793,0.811111,0.977477,0.9625,353
O95139,NDUFB6,-0.840969209,0,0,1,0,2,56,3,0.465517,0.465517,0.469444,0.145833,0.48125,128
P19634,SLC9A1,-2.931780732,0,1,0,0,43,198,,0.693103,0.693103,0.686111,0.642222,0.5625,815
Q2VPB7,AP5B1,-3.061865707,0,0,0,1,0,7,,0.768966,0.768966,0.744444,,0.660417,878
Q96IM9,DYDC2,1.255272505,0,0,0,1,21,114,6,1,1,1,0.966667,0.939583,177
Q9NP08,HMX1,-2.16966223,0,0,0,1,2,44,,0.975862,0.975862,0.997222,,0.883333,348
P20618,PSMB1,-1.294782996,0,0,1,0,4,174,24,0.465517,0.465517,0.491667,0.342342,0.527083,241
Q8N485,LIX1,-2.32362377,1,0,0,0,17,126,,1,1,0.997222,,0.885417,282
Q8N488,RYBP,-1.765211747,1,0,0,0,122,332,22,0.810345,0.810345,0.516667,0.873239,0.527083,228
P21941,MATN1,-2.341883622,1,0,0,0,14,173,,0.996552,0.996552,0.842593,1,0.847917,496
O95149,SNUPN,-1.309232268,1,0,0,0,22,138,2,0.768966,0.768966,0.508333,0.568075,0.504167,360
O95147,DUSP14,-1.098857788,1,0,0,0,10,284,4,0.937931,0.937931,0.872222,0.28,,198
O95140,MFN2,-2.687835342,1,0,0,0,164,447,,0.465517,0.465517,0.644444,,0.48125,757
Q38SD2,LRRK1,-1.331282618,1,0,0,0,23,134,,0.806897,0.806897,0.688889,,0.75625,2015
Q2VPA4,CR1L,-0.137121782,0,0,0,1,8,29,,0.9,0.9,0.988889,0.92,0.985417,569
P21953,BCKDHB,-1.449735437,1,0,0,0,2,75,3,0.482759,0.482759,0.519444,0.559361,0.504167,392
Q8N475,FSTL5,-0.752779894,1,0,0,0,3,84,,0.9,0.9,0.997222,,0.997917,847
P06331,IGHV4-34,,0,0,0,1,0,0,,,,,,0.9625,123
P05000,IFNW1,-1.034443809,1,0,0,0,28,94,1,0.996552,0.996552,0.888889,,0.883333,195
Q8N474,SFRP1,-2.400915323,0,1,0,0,8,264,1,0.710345,0.710345,0.875,0.638889,0.8875,314
Q8N3V7,SYNPO,-2.176702524,1,0,0,0,25,191,,0.617241,0.617241,0.95,0.878378,0.916667,929
O95159,ZFPL1,-1.227672498,1,0,0,0,1,94,7,0.52069,0.52069,0.486111,0.416667,0.491667,310
Q6IS14,EIF5AL1,0,0,0,0,1,0,54,,0.465517,0.465517,1,,1,154
Q6DCA0,AMMECR1L,0.228479328,0,0,0,1,0,13,3,1,1,0.508333,,0.654167,310
O95157,NXPH3,-0.321307119,0,0,0,1,6,136,5,0.937931,0.937931,0.844444,,0.929167,252
Q58FF3,HSP90B2P,,0,0,0,1,0,0,,,,,,,399
O95158,NXPH4,-1.165425699,1,0,0,0,3,125,,,,0.966667,,0.975,308
Q5T750,C1orf68,-0.352182522,0,0,0,1,0,5,,0.655172,0.655172,1,,0.997917,250
Q5T751,LCE1C,-1.027428029,0,0,0,1,0,0,,,,1,,0.997917,118
O95150,TNFSF15,-2.386776775,1,0,0,0,92,467,2,0.996552,0.996552,0.827778,0.253425,0.90625,251
Q5T754,LCE1F,-0.204442995,0,0,0,1,0,0,,,,1,,0.997917,118
O95155,UBE4B,-1.862069533,1,0,0,0,14,141,,0.482759,0.482759,0.502778,0.611111,0.504167,1302
O95156,NXPH2,-0.211912617,0,0,0,1,3,69,15,0.9,0.9,0.980556,0.972222,0.9625,264
Q5T752,LCE1D,0.323306391,1,0,0,0,0,0,,,,1,,0.997917,114
O95153,TSPOAP1,-0.539315119,1,0,0,0,0,18,,0.710345,,0.797222,0.323333,0.775,1857
Q5T753,LCE1E,0.903089987,0,0,0,1,0,0,,,,1,,0.997917,118
O95154,AKR7A3,-1.015089147,1,0,0,0,35,93,5,0.465517,0.465517,0.930556,,0.9625,331
Q96IC2,REXO5,-0.367976784,0,0,0,1,1,31,,0.937931,,1,0.520833,1,774
Q6IS24,GALNT17,-0.442828044,1,0,0,0,2,78,,0.996552,,0.95,0.952703,0.90625,598
Q8N3L3,TXLNB,-0.733732121,1,0,0,0,0,87,12,0.693103,0.693103,0.997222,0.990868,0.997917,684
O95168,NDUFB4,-2.146900725,0,0,1,0,2,52,,0.465517,0.465517,0.491667,0.328829,0.470833,129
O95169,NDUFB8,-2.119726755,0,0,1,0,2,45,10,0.465517,0.465517,0.472222,0.511416,0.48125,186
Q6L9W6,B4GALNT3,-0.592171945,1,0,0,0,2,73,,1,1,0.91358,0.821918,0.860417,998
P80297,MT1X,-1.288868857,1,0,0,0,0,17,,0.617241,0.617241,0.919444,,0.835417,61
O95163,ELP1,-3.009337099,1,0,0,0,30,215,2,0.503448,,0.644444,0.336806,0.63125,1332
P80294,MT1H,-1.268214356,1,0,0,0,0,11,,0.786207,0.786207,0.966667,,0.975,61
Q643R3,LPCAT4,-0.564271435,0,0,0,1,2,26,4,0.655172,0.655172,0.691667,,0.772917,524
O95166,GABARAP,-2.169363222,1,0,0,0,75,430,1,0.503448,0.503448,0.472222,,0.458333,117
O95167,NDUFA3,-0.26966241,0,0,1,0,2,78,,0.465517,0.465517,0.466667,0.177778,0.470833,84
O95164,UBL3,-0.514766179,0,0,0,1,17,87,4,0.558621,0.558621,0.544444,,0.5625,117
Q5T764,IFIT1B,-0.066946788,0,0,0,1,0,8,4,0.844828,0.844828,0.997222,0.993333,0.997917,474
Q14181,POLA2,-0.549402287,1,0,0,0,47,182,1,0.672414,0.672414,0.541667,0.462963,0.7,598
O95170,CDRT1,-0.759667853,0,0,0,1,0,3,,1,1,0.980556,,0.947917,752
Q14186,TFDP1,-1.602009963,1,0,0,0,68,256,7,0.655172,0.655172,0.513889,0.458333,0.63125,410
Q14185,DOCK1,-1.906621746,1,0,0,0,13,188,1,0.503448,0.503448,0.661111,0.601449,0.604167,1865
Q14184,DOC2B,-1.195844751,1,0,0,0,0,0,,0.862069,0.862069,,,,412
Q14183,DOC2A,-0.669892187,1,0,0,0,9,112,4,0.813793,0.813793,0.997222,,0.939583,400
Q14188,TFDP2,-0.714068099,1,0,0,0,23,153,8,0.617241,0.596552,0.766667,0.114865,0.61875,446
Q2M3V2,SOWAHA,0.63121822,0,0,0,1,0,3,,,0.937931,0.980556,0.802222,0.929167,549
Q6L9T8,FAM72D,,0,0,0,1,0,0,,,,0.91358,,0.997917,149
E9PJ23,NPIPB6,,0,0,0,1,0,0,,,,1,0.409465,1,425
O95171,SCEL,-1.345177889,1,0,0,0,6,115,1,0.786207,0.710345,0.997222,0.90991,0.975,688
Q8N3K9,CMYA5,-1.08547306,1,0,0,0,0,29,,0.503448,0.503448,0.997222,,0.997917,4069
O95177,GAS8-AS1,0.301029996,0,0,0,1,0,0,1,,,,,,125
Q5T6R2,TPTE2P1,-0.97532239,0,0,0,1,0,0,,,,,,,138
O95178,NDUFB2,-1.78022849,0,0,1,0,1,25,,0.655172,0.655172,0.508333,0.605856,0.48125,105
Q2M3W8,ZNF181,0.228479328,0,0,0,1,25,41,,0.672414,0.672414,0.497222,,0.539583,571
O95180,CACNA1H,-2.104943941,0,0,1,0,105,190,,0.975862,0.975862,0.875,0.713964,0.916667,2353
Q14192,FHL2,-2.600417992,1,0,0,0,40,253,,0.57931,0.57931,0.997222,0.756944,0.975,279
Q14191,WRN,-2.737594003,1,0,0,0,70,210,1,0.503448,0.503448,0.536111,0.672297,0.7,1432
Q14190,SIM2,-1.904568756,1,0,0,0,16,109,,0.958621,0.958621,0.966667,0.335586,0.997917,667
Q14197,MRPL58,-2.544173374,1,0,0,0,85,177,,0.534483,,0.472222,0.43662,0.470833,206
Q14195,DPYSL3,-1.909634357,1,0,0,0,37,226,3,0.465517,0.465517,0.797222,0.810502,0.845833,570
Q14194,CRMP1,-1.603771003,1,0,0,0,19,318,,0.465517,0.465517,0.997222,0.926667,0.870833,572
Q6FIF0,ZFAND6,-0.83288624,1,0,0,0,1,63,2,0.882759,0.882759,0.491667,,0.516667,208
Q58FG1,HSP90AA4P,-3.318586888,0,0,0,1,0,0,,,,,,,418
Q8N3J3,C17orf53,0.84509804,0,0,0,1,85,145,2,0.882759,0.882759,0.997222,,0.997917,647
Q8N3J2,METTL4,-0.263241431,0,0,0,1,2,80,,0.975862,0.975862,0.538889,0.497717,0.595833,472
Q5T749,KPRP,-0.628956256,0,0,0,1,2,25,,0.596552,0.596552,1,0.986486,0.997917,579
Q8N3J5,PPM1K,-1.234595603,1,0,0,0,3,103,3,0.810345,0.810345,0.780556,0.493243,0.6875,372
Q58FG0,HSP90AA5P,,0,0,0,1,0,0,,,,,,,334
A7MD48,SRRM4,-1.080218815,1,0,0,0,0,35,,1,1,1,,0.975,611
Q8N3J6,CADM2,-1.292126605,1,0,0,0,0,144,,0.882759,0.862069,1,0.981982,0.860417,435
O95185,UNC5C,-1.568364806,1,0,0,0,10,205,1,0.937931,0.937931,0.905556,,0.75625,931
O95182,NDUFA7,-0.247739522,0,0,1,0,55,125,33,0.465517,0.465517,0.466667,0.333333,0.48125,113
Q8N3J9,ZNF664,-0.474423087,0,0,0,1,3,33,5,0.975862,0.975862,0.697222,,0.491667,261
O95183,VAMP5,-0.723530291,1,0,0,0,22,97,30,0.558621,0.558621,0.625,0.66895,0.733333,116
Q5T6S3,PHF19,-1.758875817,1,0,0,0,3,107,16,,,0.625,,0.710417,580
Q5T742,C10orf25,,0,0,0,1,0,0,,,,,,,122
Q2M3X9,ZNF674,-0.428122664,0,0,0,1,0,73,,0.693103,0.693103,0.475309,,0.527083,581
O95190,OAZ2,-0.575132846,1,0,0,0,0,73,2,1,1,0.538889,,0.48125,189
Q58FF8,HSP90AB2P,-2.048436649,0,0,0,1,0,0,,,,,,,381
Q58FF7,HSP90AB3P,,0,0,0,1,0,0,,,,,,,597
Q58FF6,HSP90AB4P,,0,0,0,1,0,0,,,,,,,505
P08912,CHRM5,-1.353742272,0,0,1,0,2,141,,1,1,0.95,,0.975,532
O00744,WNT10B,-2.076351933,1,0,0,0,31,149,5,,,0.980556,0.952703,0.916667,389
P08913,ADRA2A,-2.421600348,0,0,1,0,2,232,,0.862069,0.862069,0.875,,0.929167,450
Q8N428,GALNT16,0.128978714,1,0,0,0,2,41,5,0.9,0.9,0.825,0.651111,0.658333,558
P08910,ABHD2,-1.02813584,1,0,0,0,1,112,,0.975862,0.975862,0.625,0.40411,0.504167,425
Q8N427,NME8,-1.039808631,1,0,0,0,11,79,,0.975862,0.975862,0.997222,0.958333,0.985417,588
O00746,NME4,-1.758708095,1,0,0,0,91,240,,0.786207,0.786207,0.613889,0.507143,0.71875,187
O00748,CES2,-2.433601402,0,1,0,0,49,276,6,0.617241,0.617241,0.930556,0.806306,0.975,559
Q5T6X4,FAM162B,0.485554422,0,0,0,1,0,10,,0.958621,0.958621,0.966667,0.986667,0.870833,162
Q5T6X5,GPRC6A,-1.652427043,0,1,0,0,0,172,,0.913793,0.913793,0.97619,,0.997917,926
O95196,CSPG5,-2.559245151,1,0,0,0,37,181,,0.786207,0.786207,1,0.986486,0.883333,566
Q7L3S4,ZNF771,0.346787486,0,0,0,1,2,54,,0.710345,0.710345,0.65,,0.660417,317
O95199,RCBTB2,-1.537239742,1,0,0,0,16,130,2,0.786207,0.786207,0.644444,0.358447,0.710417,551
O95197,RTN3,-1.538230986,1,0,0,0,48,137,,0.465517,0.465517,0.966667,0.806306,0.870833,1032
O00743,PPP6C,-2.410905315,1,0,0,0,8,230,,0.465517,0.465517,0.469444,,0.48125,305
Q5SV97,PERM1,-0.483111623,0,0,0,1,0,21,,,,0.997222,0.986667,0.975,790
O95198,KLHL2,-2.255995077,1,0,0,0,69,180,47,0.975862,0.975862,0.688889,,0.71875,593
Q9UBW5,BIN2,-2.024998563,1,0,0,0,0,0,2,,0.558621,0.919444,0.922374,0.985417,565
Q6UUV9,CRTC1,-1.784268609,1,0,0,0,105,237,1,0.786207,0.786207,0.638889,0.467593,0.916667,634
Q96IG2,FBXL20,-0.545542734,0,0,0,1,17,110,,0.710345,0.710345,0.530556,,0.63125,436
Q9UBW8,COPS7A,-1.509425793,1,0,0,0,5,154,,0.465517,0.465517,0.508333,0.401826,0.48125,275
Q9UBW7,ZMYM2,-1.585135072,1,0,0,0,0,79,,0.534483,0.534483,0.569444,0.431111,0.585417,1377
Q6UUV7,CRTC3,-1.18905048,1,0,0,0,33,80,2,0.672414,0.672414,0.625,,0.710417,619
Q8N423,LILRB2,-2.032441728,1,0,0,0,87,165,,,0.710345,0.980556,,0.985417,598
Q8N414,PGBD5,-0.808516401,0,0,0,1,4,14,,,0.937931,0.919444,,0.8875,524
Q8N3P4,VPS8,-1.138678547,1,0,0,0,10,61,,0.482759,0.482759,0.508333,,0.48125,1428
O00755,WNT7A,-2.135997674,1,0,0,0,6,124,26,0.996552,0.996552,0.930556,0.763514,0.883333,349
O00757,FBP2,-2.056302234,1,0,0,0,36,144,1,0.534483,0.534483,1,,1,339
P08922,ROS1,-2.500725418,0,1,0,0,180,343,,0.710345,0.710345,0.997222,,0.9625,2347
O00750,PIK3C2B,-1.506111214,0,1,0,0,53,157,,0.806897,0.806897,0.641667,0.72973,0.71875,1634
Q9UBX2,DUX4,,1,0,0,0,74,153,,,0.882759,0.980556,,,424
A6NMA1,TRPC5OS,,0,0,0,1,0,0,,0.748276,0.748276,1,,1,111
Q9UBX1,CTSF,-1.646059931,0,1,0,0,41,178,,0.844828,0.844828,0.694444,0.69863,0.7,484
O00754,MAN2B1,-2.181584721,0,1,0,0,2,35,,0.52069,0.52069,0.675,0.416667,0.7,1011
Q9UBX0,HESX1,-2.240666124,1,0,0,0,22,65,1,0.913793,0.913793,0.797222,0.295556,0.745833,185
Q9UBX5,FBLN5,-2.323852573,1,0,0,0,84,297,,0.617241,0.617241,0.752778,0.933333,0.916667,448
Q96IF1,AJUBA,-1.15520452,1,0,0,0,8,65,,0.913793,0.913793,0.854938,0.597015,0.860417,538
Q9UBX3,SLC25A10,-1.255215017,1,0,0,0,3,72,4,0.465517,0.465517,0.763889,0.502252,0.916667,287
Q9UBX8,B4GALT6,-0.951514847,1,0,0,0,2,88,1,1,1,0.847222,0.442922,0.90625,382
Q9UBX7,KLK11,-2.43101139,1,0,0,0,37,233,15,0.862069,0.862069,0.95,0.96,0.9625,282
Q8N413,SLC25A45,-0.226281797,0,0,0,1,0,25,,,,0.719444,,0.802083,288
Q8N412,STPG2,-0.079181248,0,0,0,1,0,12,3,0.996552,0.996552,0.980556,,0.916667,459
O00767,SCD,-3.085318426,0,1,0,0,26,215,2,0.627586,0.627586,0.980556,,0.916667,359
A6NMB9,FIGNL2,,0,0,0,1,0,0,,0.958621,0.958621,0.925926,,0.835417,653
A6NMB1,SIGLEC16,-1.033830473,0,0,0,1,0,0,,,,,,,481
O00763,ACACB,-2.253867319,0,1,0,0,19,125,,0.558621,0.558621,1,0.929577,0.847917,2458
O00762,UBE2C,-1.936801042,1,0,0,0,42,352,,0.482759,0.465517,0.861111,0.277397,0.975,179
A8K7I4,CLCA1,-2.173522203,1,0,0,0,44,159,,0.9,0.9,0.966667,0.946667,0.997917,914
Q5T6V5,C9orf64,-0.138678547,0,0,0,1,0,67,2,0.465517,0.465517,0.538889,,0.585417,341
Q9UBY0,SLC9A2,-2.090065465,1,0,0,0,0,77,,0.913793,0.913793,0.930556,0.673333,0.985417,812
O00764,PDXK,-2.470994651,1,0,0,0,19,218,,0.465517,0.465517,0.580556,0.675556,0.7,312
Q9UBY5,LPAR3,-2.114487821,0,1,0,0,2,238,,0.975862,0.975862,0.966667,,0.90625,353
Q9UBY9,HSPB7,-1.360967366,1,0,0,0,31,145,4,0.786207,0.786207,0.966667,0.817352,0.947917,170
Q9UBY8,CLN8,-1.617440338,1,0,0,0,2,96,,0.913793,0.913793,0.631944,,0.572917,286
Q8N402,,,0,0,0,1,0,0,,,,,,,240
P08908,HTR1A,-3.677181379,0,0,1,0,14,254,,,,0.997222,,0.9625,422
Q9UBZ4,APEX2,-1.690867427,1,0,0,0,2,137,7,0.996552,0.996552,0.505556,,0.677083,518
Q9UBZ9,REV1,-2.439558912,1,0,0,0,10,101,,0.617241,0.617241,0.508333,,0.641667,1251
Q96ID5,IGSF21,-0.308208579,0,0,0,1,3,57,,0.937931,0.937931,0.980556,0.851852,0.9625,467
B1ANH7,IBA57-AS1,,0,0,0,1,0,0,,,,,,,110
Q9NPB8,GPCPD1,-1.718995738,0,0,0,1,2,17,,0.617241,0.617241,0.583333,,0.641667,672
Q5T7N2,L1TD1,-0.551222406,1,0,0,0,2,51,,0.558621,0.558621,0.966667,,0.975,865
Q9NPB9,ACKR4,-1.645810667,1,0,0,0,31,143,,,,0.919444,,0.883333,350
Q14204,DYNC1H1,-1.80945765,1,0,0,0,2,94,,0.465517,0.465517,0.563889,0.506757,0.5625,4646
Q14203,DCTN1,-2.056263178,1,0,0,0,48,214,13,0.465517,0.465517,0.736111,0.488426,0.5625,1278
Q5TZ20,OR2G6,,0,0,0,1,0,63,24,,,1,,0.985417,316
Q14202,ZMYM3,-0.954293368,1,0,0,0,5,100,,0.748276,0.748276,0.675,0.10274,0.6875,1370
P55268,LAMB2,-2.144014092,1,0,0,0,38,230,5,0.534483,0.534483,0.777778,0.800926,0.772917,1798
Q16864,ATP6V1F,-0.919140377,1,0,0,0,22,118,,0.465517,0.465517,0.491667,0.478873,0.489583,119
Q14209,E2F2,-2.102451529,1,0,0,0,24,267,,0.844828,0.844828,0.966667,,0.90625,437
P56597,NME5,-0.86090814,1,0,0,0,10,122,,0.996552,0.996552,0.930556,0.938356,0.939583,212
Q5T7N3,KANK4,-0.383216755,0,0,0,1,2,20,13,0.62069,0.62069,0.980556,,0.997917,995
Q14207,NPAT,-2.712666396,1,0,0,0,12,29,,0.806897,0.806897,0.547222,,0.658333,1427
P55265,ADAR,-2.873375135,1,0,0,0,23,197,,0.482759,0.482759,0.508333,0.42,0.572917,1226
Q14206,RCAN2,-2.075127067,1,0,0,0,4,171,17,0.975862,0.975862,0.888889,,0.939583,197
Q8N4G2,ARL14,-1.028537343,1,0,0,0,22,65,,,,0.95,,0.997917,192
Q02221,COX6A2,-1.04442293,1,0,0,0,1,82,,0.996552,0.996552,0.997222,,0.985417,97
Q02218,OGDH,-2.478251455,1,0,0,0,7,147,,0.465517,0.465517,0.569444,0.216216,0.48125,1023
Q6SPF0,SAMD1,-0.185636579,0,0,0,1,0,0,,0.768966,0.768966,,,,538
Q7L4I2,RSRC2,-0.131471385,0,0,0,1,2,100,,0.631034,0.631034,0.522222,,0.527083,434
Q9NPC1,LTB4R2,-1.841081424,0,1,0,0,3,161,,0.958621,0.958621,0.966667,,0.9625,389
P55273,CDKN2D,-1.687310343,1,0,0,0,91,205,6,0.913793,0.913793,0.980556,0.964444,0.835417,166
Q9NPC2,KCNK9,-2.086743673,0,0,1,0,2,62,,,1,0.997222,,0.997917,374
Q9NPC3,CCNB1IP1,-1.11737962,1,0,0,0,19,152,1,0.813793,0.813793,0.613889,,0.710417,277
Q16873,LTC4S,-1.980324267,0,1,0,0,3,89,,0.844828,0.844828,0.836111,,,150
Q9NPC4,A4GALT,-2.582480147,1,0,0,0,16,135,4,1,1,0.763889,,0.75625,353
Q5T7N8,FAM27D1,,0,0,0,1,0,0,,,,,,,215
Q15543,TAF13,-0.889568482,1,0,0,0,19,91,,0.996552,0.996552,0.508333,0.399543,0.516667,124
Q15542,TAF5,-1.083380998,1,0,0,0,11,81,,0.624138,0.624138,0.87963,0.042793,0.745833,800
Q9NPC6,MYOZ2,-1.185864989,1,0,0,0,7,124,,0.937931,0.937931,1,0.986301,0.985417,264
E9PJI5,NPIPA8,,0,0,0,1,0,0,,,,0.611111,0.328704,0.6875,369
Q9NPC7,MYNN,-1.079310477,1,0,0,0,83,143,,0.975862,0.975862,0.502778,0.413242,0.5625,610
Q14210,LY6D,-1.701444703,1,0,0,0,3,39,5,0.975862,0.975862,0.997222,0.893333,0.975,128
Q9NPC8,SIX2,-1.831964753,1,0,0,0,22,132,19,,,0.95,,0.939583,291
A6NLC8,,,0,0,0,1,0,0,,,,,,,198
Q15546,MMD,-3.570328451,1,0,0,0,2,6,,,,0.966667,,0.870833,238
Q15545,TAF7,-1.160261266,1,0,0,0,31,138,,0.534483,0.534483,0.491667,0.397436,0.491667,349
Q15544,TAF11,-0.83854928,1,0,0,0,99,194,,0.958621,0.958621,0.491667,,0.489583,211
Q14213,EBI3,-0.875158578,1,0,0,0,436,671,8,0.937931,0.937931,1,1,1,229
Q2VPK5,CTU2,-1.7149182,0,0,0,1,0,8,2,0.786207,0.786207,0.466667,,0.470833,515
Q16875,PFKFB3,-2.280701867,0,1,0,0,13,228,3,0.624138,0.624138,0.919444,,0.76875,520
Q6J4K2,SLC8B1,-1.532689122,1,0,0,0,2,58,,0.975862,,0.625,0.759259,0.847917,584
Q8N4F0,BPIFB2,-0.509442074,0,0,0,1,2,76,,0.748276,0.748276,0.997222,1,1,458
Q16877,PFKFB4,-1.281078502,0,1,0,0,18,110,,0.655172,0.655172,0.930556,,0.947917,469
Q16878,CDO1,-1.583323386,1,0,0,0,7,90,7,0.975862,0.975862,0.966667,1,0.825,200
Q8N4F4,SLC22A24,0.142800093,0,0,0,1,2,41,,,,1,,0.997917,322
A6NLC5,C3orf70,1.204119983,0,0,0,1,3,33,,0.996552,0.996552,0.905556,,0.745833,250
Q8N4F7,RNF175,1.079181246,0,0,0,1,7,74,,0.975862,0.975862,0.905556,,0.883333,328
Q9UD71,PPP1R1B,-2.73270387,1,0,0,0,81,542,1,0.724138,0.724138,0.872222,0.600939,0.985417,204
Q04864,REL,-3.142408211,1,0,0,0,115,673,6,0.672414,0.672414,0.722222,,0.870833,619
Q6UVM3,KCNT2,-1.464396666,0,1,0,0,78,147,,0.862069,0.862069,0.886111,,0.883333,1135
P55285,CDH6,-1.77700016,1,0,0,0,77,286,,0.806897,0.806897,0.886111,0.743243,0.883333,790
Q9NPD3,EXOSC4,-1.961996155,1,0,0,0,21,113,,0.52069,0.52069,0.608333,0.263514,0.916667,245
P55283,CDH4,-1.951646385,1,0,0,0,39,193,,0.748276,0.748276,0.980556,,0.883333,916
Q9NPD5,SLCO1B3,-2.332337889,0,1,0,0,44,129,,0.693103,0.693103,1,1,1,702
Q15554,TERF2,-2.238356274,1,0,0,0,111,367,,,0.693103,0.516667,0.403153,0.516667,542
Q9NPD7,NRN1,-2.031201485,1,0,0,0,19,125,16,0.975862,0.975862,0.980556,,0.885417,142
P43268,ETV4,-2.3997439,1,0,0,0,48,201,1,,,0.905556,0.45641,0.883333,484
Q9NPD8,UBE2T,-1.232350655,1,0,0,0,33,199,2,0.958621,0.958621,0.813889,,0.9625,197
Q16880,UGT8,-1.677291262,1,0,0,0,0,148,,0.882759,0.882759,0.919444,0.599537,1,541
P80217,IFI35,-1.146953049,1,0,0,0,73,214,4,0.558621,0.558621,0.522222,,0.75625,286
Q16881,TXNRD1,-2.285243701,0,0,1,0,86,308,,0.465517,0.465517,0.522222,0.331081,0.947917,649
Q96IZ6,METTL2A,0.49939765,0,0,0,1,12,76,12,0.9,0.9,0.497222,,0.48125,378
Q96IZ5,RBM41,-0.301029996,0,0,0,1,3,105,,0.9,0.9,0.516667,0.764444,0.641667,413
Q15555,MAPRE2,-1.825301293,1,0,0,0,109,252,,0.503448,0.503448,0.777778,0.689815,0.7,327
P55289,CDH12,-1.267004034,1,0,0,0,43,205,,0.975862,0.975862,0.95,,0.916667,794
Q96IZ0,PAWR,-1.936781517,1,0,0,0,27,292,,0.57931,0.57931,0.644444,0.162162,0.791667,340
Q96IZ2,ADTRP,-0.910861477,1,0,0,0,0,5,,,,0.919444,,0.9625,230
P55287,CDH11,-2.203080311,1,0,0,0,372,626,,0.693103,0.693103,0.888889,0.840376,0.929167,796
P55286,CDH8,-1.291508055,1,0,0,0,2,156,17,0.882759,0.882759,0.997222,0.942029,0.8875,799
P31274,HOXC9,-1.421479865,1,0,0,0,18,152,4,0.958621,0.958621,0.910494,,0.916667,260
P31273,HOXC8,-1.870817833,1,0,0,0,27,197,,0.975862,0.975862,0.930556,,0.947917,242
P31276,HOXC13,-1.598452479,1,0,0,0,37,89,,0.975862,0.975862,1,0.987013,0.985417,330
P31275,HOXC12,-0.680917979,1,0,0,0,76,154,,0.975862,0.975862,0.997222,,0.975,282
Q96IZ7,RSRC1,-0.668230566,0,0,0,1,2,48,7,0.9,0.9,0.491667,0.530093,0.527083,334
P31277,HOXD11,-1.590899763,1,0,0,0,170,251,,0.975862,0.975862,0.95,,0.975,338
Q8N4E4,PDCL2,-2.507823718,0,0,0,1,3,48,,0.958621,0.958621,1,0.975309,1,241
Q8N4E7,FTMT,-1.11598015,1,0,0,0,7,34,,0.996552,0.996552,1,,1,242
Q6DD88,ATL3,-0.924709932,1,0,0,0,2,164,,0.465517,0.465517,0.597222,,0.75625,541
Q6DD87,ZNF787,-0.985704395,0,0,0,1,0,0,,0.693103,0.693103,0.547222,0.458904,0.458333,383
Q6UVJ0,SASS6,-2.220716718,1,0,0,0,2,109,1,0.937931,0.937931,0.655556,,0.835417,657
Q9NPE2,NGRN,-0.793741154,1,0,0,0,9,99,3,0.9,0.9,0.527778,0.537671,0.641667,291
Q9NPE3,NOP10,-1.367419726,1,0,0,0,6,34,,0.57931,0.57931,0.491667,0.397887,0.539583,64
Q15561,TEAD4,-1.649759155,1,0,0,0,47,191,11,0.768966,0.768966,0.844444,,0.847917,434
Q15560,TCEA2,-1.750592742,1,0,0,0,8,123,,0.503448,0.503448,0.733333,0.255708,0.654167,299
Q9NPE6,SPAG4,-1.244126135,0,0,0,1,12,48,,0.996552,0.996552,0.851852,0.972603,0.975,437
Q16890,TPD52L1,-1.469137324,1,0,0,0,28,198,,0.672414,0.672414,0.905556,0.698198,0.791667,204
P55291,CDH15,-1.562025374,1,0,0,0,32,212,,0.813793,0.813793,1,0.971831,0.997917,814
Q14232,EIF2B1,-1.43466455,1,0,0,0,4,100,3,0.465517,0.465517,0.491667,0.371622,0.54375,305
P55290,CDH13,-2.276888452,1,0,0,0,42,449,16,0.617241,0.596552,0.888889,0.932432,0.985417,713
Q16891,IMMT,-2.811780458,1,0,0,0,16,222,,0.465517,0.465517,0.491667,0.624444,0.470833,758
Q15562,TEAD2,-1.439703403,1,0,0,0,22,199,7,0.482759,0.482759,0.752778,,0.772917,447
Q15569,TESK1,-1.149015527,0,1,0,0,8,116,1,0.617241,0.617241,0.541667,,0.585417,626
Q14236,DIAPH2-AS1,,0,0,0,1,0,0,,,,,,,149
Q96IY4,CPB2,-2.747702931,0,1,0,0,156,375,,,0.655172,1,0.986111,1,423
Q5T7M4,C1QTNF12,-0.85014036,1,0,0,0,0,30,,,,0.980556,0.730594,0.916667,302
P43250,GRK6,-1.484322957,0,1,0,0,88,307,4,0.655172,0.655172,0.848765,0.453333,0.814583,576
Q96IY1,NSL1,-1.770425401,1,0,0,0,7,60,11,0.534483,0.534483,0.491667,0.534247,0.516667,281
