entrez_gene_symbol,gene_long_name,category_sources,category
CDK15,CYCLIN DEPENDENT KINASE 15,"GuideToPharmacologyGenes,dGene,GO",SERINE THREONINE KINASE
CDK15,CYCLIN DEPENDENT KINASE 15,"GuideToPharmacologyGenes,HopkinsGroom,GO",KINASE
CDK15,CYCLIN DEPENDENT KINASE 15,"dGene,HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
CDK15,CYCLIN DEPENDENT KINASE 15,GO,TUMOR SUPPRESSOR
USP38,UBIQUITIN SPECIFIC PEPTIDASE 38,dGene,DRUGGABLE GENOME
USP38,UBIQUITIN SPECIFIC PEPTIDASE 38,"dGene,GO",PROTEASE
HIF1A,HYPOXIA INDUCIBLE FACTOR 1 ALPHA SUBUNIT,GO,TRANSCRIPTION FACTOR COMPLEX
HIF1A,HYPOXIA INDUCIBLE FACTOR 1 ALPHA SUBUNIT,GO,TRANSCRIPTION FACTOR BINDING
HIF1A,HYPOXIA INDUCIBLE FACTOR 1 ALPHA SUBUNIT,HingoraniCasas,DRUGGABLE GENOME
PSMB7,PROTEASOME SUBUNIT BETA 7,"dGene,HingoraniCasas",DRUGGABLE GENOME
PSMB7,PROTEASOME SUBUNIT BETA 7,"dGene,GO",PROTEASE
PSMB7,PROTEASOME SUBUNIT BETA 7,GO,TUMOR SUPPRESSOR
ADARB1,"ADENOSINE DEAMINASE, RNA SPECIFIC B1",GO,KINASE
ADARB1,"ADENOSINE DEAMINASE, RNA SPECIFIC B1",GO,TUMOR SUPPRESSOR
OR5J2,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY J MEMBER 2,"dGene,GO,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
OR5J2,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY J MEMBER 2,"dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
SCN4A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 4,"HopkinsGroom,HingoraniCasas,RussLampel",DRUGGABLE GENOME
SCN4A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 4,"HopkinsGroom,GO,BaderLabGenes,GuideToPharmacologyGenes",ION CHANNEL
SCN4A,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 4,"GO,GuideToPharmacologyGenes",TRANSPORTER
SSTR4,SOMATOSTATIN RECEPTOR 4,"GuideToPharmacologyGenes,HopkinsGroom,dGene,GO",G PROTEIN COUPLED RECEPTOR
SSTR4,SOMATOSTATIN RECEPTOR 4,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
MYH3,MYOSIN HEAVY CHAIN 3,GO,PROTEIN PHOSPHATASE
IQGAP3,IQ MOTIF CONTAINING GTPASE ACTIVATING PROTEIN 3,GO,KINASE
IQGAP3,IQ MOTIF CONTAINING GTPASE ACTIVATING PROTEIN 3,GO,SERINE THREONINE KINASE
WFDC3,WAP FOUR-DISULFIDE CORE DOMAIN 3,GO,PROTEASE
WFDC3,WAP FOUR-DISULFIDE CORE DOMAIN 3,"GO,dGene",PROTEASE INHIBITOR
WFDC3,WAP FOUR-DISULFIDE CORE DOMAIN 3,dGene,DRUGGABLE GENOME
FHL2,FOUR AND A HALF LIM DOMAINS 2,GO,TRANSCRIPTION FACTOR BINDING
OR6C74,OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY C MEMBER 74,"RussLampel,dGene,HopkinsGroom",DRUGGABLE GENOME
OR6C74,OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY C MEMBER 74,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
MMP28,MATRIX METALLOPEPTIDASE 28,"HingoraniCasas,RussLampel,HopkinsGroom,dGene",DRUGGABLE GENOME
MMP28,MATRIX METALLOPEPTIDASE 28,"HopkinsGroom,dGene,GO,GuideToPharmacologyGenes",PROTEASE
MMP28,MATRIX METALLOPEPTIDASE 28,"GO,GuideToPharmacologyGenes",NEUTRAL ZINC METALLOPEPTIDASE
KCNC1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 1,GO,CELL SURFACE
KCNC1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 1,GO,DRUG RESISTANCE
KCNC1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 1,"GO,GuideToPharmacologyGenes",TRANSPORTER
KCNC1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 1,"GO,HopkinsGroom,GuideToPharmacologyGenes,BaderLabGenes",ION CHANNEL
KCNC1,POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY C MEMBER 1,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
IL36RN,INTERLEUKIN 36 RECEPTOR ANTAGONIST,HingoraniCasas,DRUGGABLE GENOME
SLC25A27,SOLUTE CARRIER FAMILY 25 MEMBER 27,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC25A27,SOLUTE CARRIER FAMILY 25 MEMBER 27,RussLampel,DRUGGABLE GENOME
VAV2,VAV GUANINE NUCLEOTIDE EXCHANGE FACTOR 2,GO,KINASE
VAV2,VAV GUANINE NUCLEOTIDE EXCHANGE FACTOR 2,GO,LIPID KINASE
RECQL,RECQ LIKE HELICASE,HingoraniCasas,DRUGGABLE GENOME
RECQL,RECQ LIKE HELICASE,GO,DNA REPAIR
A2ML1,ALPHA-2-MACROGLOBULIN LIKE 1,"HingoraniCasas,dGene",DRUGGABLE GENOME
A2ML1,ALPHA-2-MACROGLOBULIN LIKE 1,"dGene,GO",PROTEASE INHIBITOR
A2ML1,ALPHA-2-MACROGLOBULIN LIKE 1,GO,PROTEASE
SLC10A4,SOLUTE CARRIER FAMILY 10 MEMBER 4,"GO,HopkinsGroom,GuideToPharmacologyGenes",TRANSPORTER
SLC10A4,SOLUTE CARRIER FAMILY 10 MEMBER 4,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
RHBDL3,RHOMBOID LIKE 3,"dGene,GO",PROTEASE
RHBDL3,RHOMBOID LIKE 3,dGene,DRUGGABLE GENOME
CCL4,C-C MOTIF CHEMOKINE LIGAND 4,HingoraniCasas,DRUGGABLE GENOME
CCL4,C-C MOTIF CHEMOKINE LIGAND 4,GO,DRUG RESISTANCE
GMFG,GLIA MATURATION FACTOR GAMMA,GO,GROWTH FACTOR
GMFG,GLIA MATURATION FACTOR GAMMA,GO,TYROSINE KINASE
GMFG,GLIA MATURATION FACTOR GAMMA,GO,KINASE
PTPRVP,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE V, PSEUDOGENE",dGene,PROTEIN PHOSPHATASE
PTPRVP,"PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE V, PSEUDOGENE",dGene,DRUGGABLE GENOME
VPS9D1,VPS9 DOMAIN CONTAINING 1,GO,TRANSPORTER
FRRS1,FERRIC CHELATE REDUCTASE 1,RussLampel,DRUGGABLE GENOME
HTR1A,5-HYDROXYTRYPTAMINE RECEPTOR 1A,"HopkinsGroom,dGene,RussLampel,HingoraniCasas",DRUGGABLE GENOME
HTR1A,5-HYDROXYTRYPTAMINE RECEPTOR 1A,"HopkinsGroom,dGene,GO",G PROTEIN COUPLED RECEPTOR
SLC35E3,SOLUTE CARRIER FAMILY 35 MEMBER E3,GuideToPharmacologyGenes,TRANSPORTER
SGK1,SERUM/GLUCOCORTICOID REGULATED KINASE 1,"HopkinsGroom,HingoraniCasas,RussLampel,dGene",DRUGGABLE GENOME
SGK1,SERUM/GLUCOCORTICOID REGULATED KINASE 1,"HopkinsGroom,GO,GuideToPharmacologyGenes",KINASE
SGK1,SERUM/GLUCOCORTICOID REGULATED KINASE 1,"GO,GuideToPharmacologyGenes,dGene",SERINE THREONINE KINASE
SGK1,SERUM/GLUCOCORTICOID REGULATED KINASE 1,GO,ION CHANNEL
SGK1,SERUM/GLUCOCORTICOID REGULATED KINASE 1,GO,TRANSPORTER
OR1F1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY F MEMBER 1,"GO,dGene,HopkinsGroom",G PROTEIN COUPLED RECEPTOR
OR1F1,OLFACTORY RECEPTOR FAMILY 1 SUBFAMILY F MEMBER 1,"dGene,HopkinsGroom,RussLampel",DRUGGABLE GENOME
CRYZ,CRYSTALLIN ZETA,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
DBNL,DREBRIN LIKE,GO,KINASE
DBNL,DREBRIN LIKE,GO,SERINE THREONINE KINASE
SMPD1,SPHINGOMYELIN PHOSPHODIESTERASE 1,GO,DRUG RESISTANCE
SMPD1,SPHINGOMYELIN PHOSPHODIESTERASE 1,GO,KINASE
SMPD1,SPHINGOMYELIN PHOSPHODIESTERASE 1,GO,SERINE THREONINE KINASE
SMPD1,SPHINGOMYELIN PHOSPHODIESTERASE 1,"GO,GuideToPharmacologyGenes",PHOSPHOLIPASE
SMPD1,SPHINGOMYELIN PHOSPHODIESTERASE 1,HingoraniCasas,DRUGGABLE GENOME
PNKP,POLYNUCLEOTIDE KINASE 3'-PHOSPHATASE,GO,DNA REPAIR
PNKP,POLYNUCLEOTIDE KINASE 3'-PHOSPHATASE,GO,KINASE
PNKP,POLYNUCLEOTIDE KINASE 3'-PHOSPHATASE,GO,RNA DIRECTED DNA POLYMERASE
TSC1,TSC COMPLEX SUBUNIT 1,"FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
TSC1,TSC COMPLEX SUBUNIT 1,GO,PROTEIN PHOSPHATASE
TSC1,TSC COMPLEX SUBUNIT 1,GO,TUMOR SUPPRESSOR
TSC1,TSC COMPLEX SUBUNIT 1,GO,KINASE
MSH2,MUTS HOMOLOG 2,GO,DNA REPAIR
MSH2,MUTS HOMOLOG 2,GO,TUMOR SUPPRESSOR
MSH2,MUTS HOMOLOG 2,"FoundationOneGenes,MskImpact",CLINICALLY ACTIONABLE
BSPH1,BINDER OF SPERM PROTEIN HOMOLOG 1,GO,CELL SURFACE
BSPH1,BINDER OF SPERM PROTEIN HOMOLOG 1,HingoraniCasas,DRUGGABLE GENOME
NAB2,NGFI-A BINDING PROTEIN 2,GO,TRANSCRIPTION FACTOR BINDING
NAB2,NGFI-A BINDING PROTEIN 2,GO,KINASE
DHRS3,DEHYDROGENASE/REDUCTASE 3,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
DHRS3,DEHYDROGENASE/REDUCTASE 3,HopkinsGroom,SHORT CHAIN DEHYDROGENASE REDUCTASE
FGF13,FIBROBLAST GROWTH FACTOR 13,GO,KINASE
FGF13,FIBROBLAST GROWTH FACTOR 13,GO,GROWTH FACTOR
FGF13,FIBROBLAST GROWTH FACTOR 13,GO,TRANSPORTER
FGF13,FIBROBLAST GROWTH FACTOR 13,GO,ION CHANNEL
KAT6A,LYSINE ACETYLTRANSFERASE 6A,FoundationOneGenes,CLINICALLY ACTIONABLE
KAT6A,LYSINE ACETYLTRANSFERASE 6A,GO,TRANSCRIPTION FACTOR BINDING
KAT6A,LYSINE ACETYLTRANSFERASE 6A,GO,HISTONE MODIFICATION
POLE4,"DNA POLYMERASE EPSILON 4, ACCESSORY SUBUNIT",GO,HISTONE MODIFICATION
ATP10A,ATPASE PHOSPHOLIPID TRANSPORTING 10A (PUTATIVE),GuideToPharmacologyGenes,ABC TRANSPORTER
ATP10A,ATPASE PHOSPHOLIPID TRANSPORTING 10A (PUTATIVE),"GuideToPharmacologyGenes,GO",TRANSPORTER
OR2T6,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 6,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
OR2T6,OLFACTORY RECEPTOR FAMILY 2 SUBFAMILY T MEMBER 6,"HopkinsGroom,dGene,RussLampel",DRUGGABLE GENOME
PDYN,PRODYNORPHIN,HingoraniCasas,DRUGGABLE GENOME
PDYN,PRODYNORPHIN,GO,HORMONE ACTIVITY
TXN2,THIOREDOXIN 2,GO,DRUG RESISTANCE
TXN2,THIOREDOXIN 2,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
TXN2,THIOREDOXIN 2,HopkinsGroom,THIOREDOXIN
HOXB9,HOMEOBOX B9,GO,TRANSCRIPTION FACTOR COMPLEX
ENPP3,ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 3,"HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
ACSL1,ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 1,GO,DRUG RESISTANCE
ACSL1,ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 1,GO,KINASE
ACSL1,ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 1,GO,SERINE THREONINE KINASE
PLCG1,PHOSPHOLIPASE C GAMMA 1,GuideToPharmacologyGenes,LIPASE
PLCG1,PHOSPHOLIPASE C GAMMA 1,"GuideToPharmacologyGenes,GO,HopkinsGroom",PHOSPHOLIPASE
PLCG1,PHOSPHOLIPASE C GAMMA 1,GO,SERINE THREONINE KINASE
PLCG1,PHOSPHOLIPASE C GAMMA 1,GO,KINASE
PLCG1,PHOSPHOLIPASE C GAMMA 1,"HopkinsGroom,RussLampel",DRUGGABLE GENOME
IQGAP2,IQ MOTIF CONTAINING GTPASE ACTIVATING PROTEIN 2,GO,CELL SURFACE
CSNK1A1L,CASEIN KINASE 1 ALPHA 1 LIKE,"dGene,GO,GuideToPharmacologyGenes",SERINE THREONINE KINASE
CSNK1A1L,CASEIN KINASE 1 ALPHA 1 LIKE,"dGene,HingoraniCasas,RussLampel",DRUGGABLE GENOME
CSNK1A1L,CASEIN KINASE 1 ALPHA 1 LIKE,"GO,GuideToPharmacologyGenes",KINASE
F10,COAGULATION FACTOR X,"HopkinsGroom,GuideToPharmacologyGenes,GO,dGene",PROTEASE
F10,COAGULATION FACTOR X,"HopkinsGroom,RussLampel,HingoraniCasas,dGene",DRUGGABLE GENOME
F10,COAGULATION FACTOR X,GO,CELL SURFACE
F10,COAGULATION FACTOR X,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
ZFYVE26,ZINC FINGER FYVE-TYPE CONTAINING 26,GO,DNA REPAIR
FGFR1OP,FGFR1 ONCOGENE PARTNER,GO,KINASE
FGFR1OP,FGFR1 ONCOGENE PARTNER,GO,TUMOR SUPPRESSOR
FGFR1OP,FGFR1 ONCOGENE PARTNER,GO,TYROSINE KINASE
GIF,GASTRIC INTRINSIC FACTOR,HingoraniCasas,DRUGGABLE GENOME
OR11H4,OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 4,"HopkinsGroom,dGene,RussLampel",DRUGGABLE GENOME
OR11H4,OLFACTORY RECEPTOR FAMILY 11 SUBFAMILY H MEMBER 4,"HopkinsGroom,dGene,GO",G PROTEIN COUPLED RECEPTOR
KLK5,KALLIKREIN RELATED PEPTIDASE 5,"GO,GuideToPharmacologyGenes,HopkinsGroom,dGene",PROTEASE
KLK5,KALLIKREIN RELATED PEPTIDASE 5,"HingoraniCasas,RussLampel,HopkinsGroom,dGene",DRUGGABLE GENOME
PATE4,PROSTATE AND TESTIS EXPRESSED 4,HingoraniCasas,DRUGGABLE GENOME
SMC1A,STRUCTURAL MAINTENANCE OF CHROMOSOMES 1A,GO,TUMOR SUPPRESSOR
SMC1A,STRUCTURAL MAINTENANCE OF CHROMOSOMES 1A,GO,DNA REPAIR
TIPIN,TIMELESS INTERACTING PROTEIN,GO,TUMOR SUPPRESSOR
IGLV3-1,IMMUNOGLOBULIN LAMBDA VARIABLE 3-1,GO,PROTEASE
PF4,PLATELET FACTOR 4,HingoraniCasas,DRUGGABLE GENOME
TRPV2,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 2,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
TRPV2,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 2,"HopkinsGroom,GuideToPharmacologyGenes,BaderLabGenes,GO",ION CHANNEL
TRPV2,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 2,"GuideToPharmacologyGenes,GO",TRANSPORTER
TRPV2,TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 2,GO,CELL SURFACE
SLC44A5,SOLUTE CARRIER FAMILY 44 MEMBER 5,"GO,GuideToPharmacologyGenes",TRANSPORTER
VCAM1,VASCULAR CELL ADHESION MOLECULE 1,HingoraniCasas,DRUGGABLE GENOME
VCAM1,VASCULAR CELL ADHESION MOLECULE 1,GO,CELL SURFACE
VCAM1,VASCULAR CELL ADHESION MOLECULE 1,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
EME2,ESSENTIAL MEIOTIC STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT 2,GO,DNA REPAIR
EME2,ESSENTIAL MEIOTIC STRUCTURE-SPECIFIC ENDONUCLEASE SUBUNIT 2,GO,TUMOR SUPPRESSOR
IGHV5-51,IMMUNOGLOBULIN HEAVY VARIABLE 5-51,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
IGHV5-51,IMMUNOGLOBULIN HEAVY VARIABLE 5-51,GO,CELL SURFACE
TUBA3C,TUBULIN ALPHA 3C,"RussLampel,HingoraniCasas",DRUGGABLE GENOME
WFDC13,WAP FOUR-DISULFIDE CORE DOMAIN 13,"dGene,GO",PROTEASE INHIBITOR
WFDC13,WAP FOUR-DISULFIDE CORE DOMAIN 13,dGene,DRUGGABLE GENOME
WFDC13,WAP FOUR-DISULFIDE CORE DOMAIN 13,GO,PROTEASE
CARD14,CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 14,GO,KINASE
CARD14,CASPASE RECRUITMENT DOMAIN FAMILY MEMBER 14,GO,SERINE THREONINE KINASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,ABC TRANSPORTER
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,ION CHANNEL
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,RNA DIRECTED DNA POLYMERASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,NUCLEAR HORMONE RECEPTOR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,NEUTRAL ZINC METALLOPEPTIDASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,PROTEIN PHOSPHATASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,TRANSPORTER
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,TRANSCRIPTION FACTOR COMPLEX
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,TYROSINE KINASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,HORMONE ACTIVITY
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,TRANSCRIPTION FACTOR BINDING
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,LIPID KINASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,TUMOR SUPPRESSOR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,KINASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,GROWTH FACTOR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,HISTONE MODIFICATION
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,DRUG METABOLISM
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,DNA REPAIR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,PHOSPHOLIPASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,CELL SURFACE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,EXTERNAL SIDE OF PLASMA MEMBRANE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,SERINE THREONINE KINASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,PROTEASE INHIBITOR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,G PROTEIN COUPLED RECEPTOR
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,DRUG RESISTANCE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,GO,PROTEASE
PELO,PELOTA MRNA SURVEILLANCE AND RIBOSOME RESCUE FACTOR,RussLampel,DRUGGABLE GENOME
FANCE,FANCONI ANEMIA COMPLEMENTATION GROUP E,GO,DNA REPAIR
FANCE,FANCONI ANEMIA COMPLEMENTATION GROUP E,FoundationOneGenes,CLINICALLY ACTIONABLE
ASGR1,ASIALOGLYCOPROTEIN RECEPTOR 1,HingoraniCasas,DRUGGABLE GENOME
AQP12B,AQUAPORIN 12B,GO,TRANSPORTER
KIR3DL1,"KILLER CELL IMMUNOGLOBULIN LIKE RECEPTOR, THREE IG DOMAINS AND LONG CYTOPLASMIC TAIL 1",HingoraniCasas,DRUGGABLE GENOME
CEACAM3,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 3,HingoraniCasas,DRUGGABLE GENOME
PRSS56,"PROTEASE, SERINE 56",dGene,DRUGGABLE GENOME
PRSS56,"PROTEASE, SERINE 56","dGene,GO",PROTEASE
CYP3A5,CYTOCHROME P450 FAMILY 3 SUBFAMILY A MEMBER 5,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
CYP3A5,CYTOCHROME P450 FAMILY 3 SUBFAMILY A MEMBER 5,"HopkinsGroom,GuideToPharmacologyGenes",CYTOCHROME P450
CYP3A5,CYTOCHROME P450 FAMILY 3 SUBFAMILY A MEMBER 5,GO,DRUG METABOLISM
IGLV8-61,IMMUNOGLOBULIN LAMBDA VARIABLE 8-61,HingoraniCasas,DRUGGABLE GENOME
OR52B1P,OLFACTORY RECEPTOR FAMILY 52 SUBFAMILY B MEMBER 1 PSEUDOGENE,RussLampel,DRUGGABLE GENOME
TMPRSS7,"TRANSMEMBRANE PROTEASE, SERINE 7","GO,dGene,HopkinsGroom",PROTEASE
TMPRSS7,"TRANSMEMBRANE PROTEASE, SERINE 7","dGene,RussLampel,HopkinsGroom",DRUGGABLE GENOME
ANKH,ANKH INORGANIC PYROPHOSPHATE TRANSPORT REGULATOR,GO,TRANSPORTER
CPNE7,COPINE 7,GO,TRANSPORTER
OR5K1,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 1,"dGene,HopkinsGroom",DRUGGABLE GENOME
OR5K1,OLFACTORY RECEPTOR FAMILY 5 SUBFAMILY K MEMBER 1,"dGene,HopkinsGroom,GO",G PROTEIN COUPLED RECEPTOR
SLC9A5,SOLUTE CARRIER FAMILY 9 MEMBER A5,"GO,GuideToPharmacologyGenes",TRANSPORTER
SLC9A5,SOLUTE CARRIER FAMILY 9 MEMBER A5,"GuideToPharmacologyGenes,HopkinsGroom",EXCHANGER
SLC9A5,SOLUTE CARRIER FAMILY 9 MEMBER A5,"RussLampel,HopkinsGroom",DRUGGABLE GENOME
MPC2,MITOCHONDRIAL PYRUVATE CARRIER 2,GO,TRANSPORTER
DUSP12,DUAL SPECIFICITY PHOSPHATASE 12,"GO,HopkinsGroom,dGene",PROTEIN PHOSPHATASE
DUSP12,DUAL SPECIFICITY PHOSPHATASE 12,GO,KINASE
DUSP12,DUAL SPECIFICITY PHOSPHATASE 12,"RussLampel,HopkinsGroom,dGene",DRUGGABLE GENOME
CTR9,"CTR9 HOMOLOG, PAF1/RNA POLYMERASE II COMPLEX COMPONENT",GO,HISTONE MODIFICATION
LRRC38,LEUCINE RICH REPEAT CONTAINING 38,GO,ION CHANNEL
LRRC38,LEUCINE RICH REPEAT CONTAINING 38,GO,TRANSPORTER
TECTB,TECTORIN BETA,HingoraniCasas,DRUGGABLE GENOME
ERCC6L2,ERCC EXCISION REPAIR 6 LIKE 2,GO,DNA REPAIR
OR6M1,OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY M MEMBER 1,"RussLampel,HopkinsGroom,dGene",DRUGGABLE GENOME
OR6M1,OLFACTORY RECEPTOR FAMILY 6 SUBFAMILY M MEMBER 1,"HopkinsGroom,GO,dGene",G PROTEIN COUPLED RECEPTOR
KDM1A,LYSINE DEMETHYLASE 1A,GO,TRANSCRIPTION FACTOR BINDING
KDM1A,LYSINE DEMETHYLASE 1A,GO,DNA REPAIR
KDM1A,LYSINE DEMETHYLASE 1A,GO,HISTONE MODIFICATION
KDM1A,LYSINE DEMETHYLASE 1A,GO,TRANSCRIPTION FACTOR COMPLEX
KDM1A,LYSINE DEMETHYLASE 1A,"HingoraniCasas,HopkinsGroom,RussLampel",DRUGGABLE GENOME
TNS4,TENSIN 4,dGene,DRUGGABLE GENOME
TNS4,TENSIN 4,dGene,PTEN FAMILY
PNLIPRP1,PANCREATIC LIPASE RELATED PROTEIN 1,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
PNLIPRP1,PANCREATIC LIPASE RELATED PROTEIN 1,HopkinsGroom,LIPASE
SPINK4,"SERINE PEPTIDASE INHIBITOR, KAZAL TYPE 4",GO,DRUG RESISTANCE
SPINK4,"SERINE PEPTIDASE INHIBITOR, KAZAL TYPE 4","GO,dGene",PROTEASE INHIBITOR
SPINK4,"SERINE PEPTIDASE INHIBITOR, KAZAL TYPE 4",GO,PROTEASE
SPINK4,"SERINE PEPTIDASE INHIBITOR, KAZAL TYPE 4","HingoraniCasas,dGene",DRUGGABLE GENOME
SF3B3,SPLICING FACTOR 3B SUBUNIT 3,HingoraniCasas,DRUGGABLE GENOME
FBP1,FRUCTOSE-BISPHOSPHATASE 1,"HopkinsGroom,RussLampel,HingoraniCasas",DRUGGABLE GENOME
FBP1,FRUCTOSE-BISPHOSPHATASE 1,GO,DRUG RESISTANCE
MTTP,MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN,"HingoraniCasas,RussLampel,HopkinsGroom",DRUGGABLE GENOME
MTTP,MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN,GO,TRANSPORTER
STS,STEROID SULFATASE,"RussLampel,HopkinsGroom,HingoraniCasas",DRUGGABLE GENOME
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,GO,TUMOR SUPPRESSOR
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,GO,DRUG RESISTANCE
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,GO,KINASE
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,GO,TYROSINE KINASE
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,GO,SERINE THREONINE KINASE
CDKN1B,CYCLIN DEPENDENT KINASE INHIBITOR 1B,"MskImpact,FoundationOneGenes",CLINICALLY ACTIONABLE
PPEF1,PROTEIN PHOSPHATASE WITH EF-HAND DOMAIN 1,GO,PROTEIN PHOSPHATASE
TDP2,TYROSYL-DNA PHOSPHODIESTERASE 2,RussLampel,DRUGGABLE GENOME
TDP2,TYROSYL-DNA PHOSPHODIESTERASE 2,GO,DNA REPAIR
KLHL29,KELCH LIKE FAMILY MEMBER 29,HingoraniCasas,DRUGGABLE GENOME
